gene_id,seqid,region_claim,region_length_bp,taxon,isolate,mol_type,source,gff_gene_id,gene_biotype,Description,origin_evidence_class,origin_screen_priority,DEG_contexts,exact_deg_contrasts,GOs,KEGG_ko,KEGG_Pathway,PFAMs,start,end,strand
LOC126326237,NW_026062332.1,RefSeq S. gregaria unplaced genomic region,46418,7010,iqSchGreg1,genomic DNA,Gnomon,126326237,protein_coding,uncharacterized LOC126326237,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0003674,GO:0005096,GO:0008047,GO:0008150,GO:0030234,GO:0030695,GO:0043085,GO:0043087,GO:0043547,GO:0044093,GO:0050790,GO:0051336,GO:0051345,GO:0060589,GO:0065007,GO:0065009,GO:0098772",ko:K20396,"ko04150,map04150",RabGAP-TBC,20436,23925,+
LOC126326595,NW_026062344.1,RefSeq S. gregaria unplaced genomic region,391542,7010,iqSchGreg1,genomic DNA,Gnomon,126326595,protein_coding,uncharacterized LOC126326595,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000003,GO:0000070,GO:0000278,GO:0000280,GO:0000819,GO:0002164,GO:0002165,GO:0002168,GO:0003006,GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0006139,GO:0006412,GO:0006413,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007292,GO:0007431,GO:0007435,GO:0007552,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0008219,GO:0009058,GO:0009059,GO:0009653,GO:0009719,GO:0009725,GO:0009791,GO:0009886,GO:0009887,GO:0009892,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010501,GO:0010605,GO:0010608,GO:0010623,GO:0010629,GO:0010941,GO:0010942,GO:0012501,GO:0012502,GO:0014070,GO:0016043,GO:0016070,GO:0016246,GO:0016441,GO:0016442,GO:0016458,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019538,GO:0019827,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022612,GO:0030154,GO:0030718,GO:0031047,GO:0031332,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033993,GO:0034641,GO:0034645,GO:0035070,GO:0035071,GO:0035072,GO:0035075,GO:0035078,GO:0035081,GO:0035194,GO:0035272,GO:0035770,GO:0036098,GO:0036314,GO:0036464,GO:0036477,GO:0040029,GO:0042221,GO:0042623,GO:0043025,GO:0043043,GO:0043067,GO:0043068,GO:0043170,GO:0043186,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044297,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045495,GO:0046483,GO:0048102,GO:0048232,GO:0048285,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048609,GO:0048707,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051276,GO:0051704,GO:0060033,GO:0060255,GO:0060293,GO:0065007,GO:0070013,GO:0070035,GO:0071704,GO:0071840,GO:0090304,GO:0097305,GO:0097458,GO:0098727,GO:0098813,GO:0140014,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901654,GO:1901700,GO:1903047,GO:1990904",ko:K11594,"ko04622,ko05161,ko05203,map04622,map05161,map05203","DEAD,Helicase_C",92758,100583,+
LOC126328217,NW_026062445.1,RefSeq S. gregaria unplaced genomic region,57899,7010,iqSchGreg1,genomic DNA,Gnomon,126328217,protein_coding,uncharacterized LOC126328217,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0002165,GO:0002682,GO:0002697,GO:0002831,GO:0003008,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005705,GO:0006325,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007444,GO:0007610,GO:0007611,GO:0007612,GO:0007613,GO:0007614,GO:0007616,GO:0007626,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008345,GO:0008757,GO:0009719,GO:0009725,GO:0009755,GO:0009791,GO:0009888,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010604,GO:0010638,GO:0010720,GO:0010769,GO:0010770,GO:0010975,GO:0010976,GO:0014070,GO:0016043,GO:0016278,GO:0016279,GO:0016569,GO:0016570,GO:0016571,GO:0016740,GO:0016741,GO:0018022,GO:0018024,GO:0018193,GO:0018205,GO:0019222,GO:0019538,GO:0022008,GO:0022603,GO:0022604,GO:0023052,GO:0030154,GO:0030518,GO:0030522,GO:0030537,GO:0031056,GO:0031058,GO:0031060,GO:0031062,GO:0031323,GO:0031325,GO:0031344,GO:0031346,GO:0031347,GO:0031399,GO:0031401,GO:0032101,GO:0032259,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032870,GO:0033043,GO:0033044,GO:0033993,GO:0034968,GO:0035075,GO:0035076,GO:0035220,GO:0035295,GO:0036211,GO:0036314,GO:0036315,GO:0042054,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043401,GO:0043412,GO:0043414,GO:0043900,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0046958,GO:0046959,GO:0048513,GO:0048518,GO:0048522,GO:0048545,GO:0048583,GO:0048699,GO:0048731,GO:0048814,GO:0048856,GO:0048869,GO:0050688,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051276,GO:0051567,GO:0051570,GO:0051574,GO:0051716,GO:0051960,GO:0051962,GO:0060255,GO:0060284,GO:0060429,GO:0061647,GO:0065007,GO:0070887,GO:0071310,GO:0071383,GO:0071390,GO:0071396,GO:0071407,GO:0071495,GO:0071704,GO:0071840,GO:0080090,GO:0080134,GO:0097305,GO:0097306,GO:0098687,GO:0120035,GO:0140096,GO:1900006,GO:1900109,GO:1900111,GO:1901564,GO:1901654,GO:1901655,GO:1901700,GO:1901701,GO:1902275,GO:1905269,GO:2000026,GO:2001252",ko:K11420,"ko00310,ko04211,map00310,map04211","Ank_2,Ank_3,Ank_4,Pre-SET,SET",29546,31436,+
LOC126329924,NW_026062549.1,RefSeq S. gregaria unplaced genomic region,81318,7010,iqSchGreg1,genomic DNA,Gnomon,126329924,protein_coding,uncharacterized LOC126329924,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0003674,GO:0003824,GO:0004035,GO:0004721,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0036211,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0140096,GO:1901564",ko:K19269,"ko00630,ko01100,ko01110,ko01130,ko01200,map00630,map01100,map01110,map01130,map01200","Hydrolase_6,Hydrolase_like",62328,63680,-
LOC126329978,NW_026062553.1,RefSeq S. gregaria unplaced genomic region,133558,7010,iqSchGreg1,genomic DNA,Gnomon,126329978,protein_coding,uncharacterized LOC126329978,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000976,GO:0001067,GO:0001654,GO:0001932,GO:0001934,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006355,GO:0007275,GO:0007399,GO:0007423,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010720,GO:0010941,GO:0016602,GO:0019219,GO:0019220,GO:0019222,GO:0022008,GO:0022603,GO:0023051,GO:0023056,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032991,GO:0042325,GO:0042327,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043408,GO:0043410,GO:0043565,GO:0044212,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044798,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045676,GO:0045678,GO:0045893,GO:0045935,GO:0045937,GO:0046532,GO:0046534,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051960,GO:0051962,GO:0060255,GO:0060284,GO:0060548,GO:0065007,GO:0080090,GO:0090575,GO:0097159,GO:1901363,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000026,GO:2000027,GO:2000112,GO:2001141",ko:K08065,"ko04612,ko05152,ko05166,map04612,map05152,map05166",CBFD_NFYB_HMF,85994,87077,-
LOC126330066,NW_026062566.1,RefSeq S. gregaria unplaced genomic region,85828,7010,iqSchGreg1,genomic DNA,Gnomon,126330066,protein_coding,uncharacterized LOC126330066,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000003,GO:0000075,GO:0000077,GO:0000226,GO:0000278,GO:0000902,GO:0000904,GO:0001709,GO:0003002,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0006928,GO:0006935,GO:0006950,GO:0006974,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007088,GO:0007093,GO:0007163,GO:0007275,GO:0007276,GO:0007280,GO:0007281,GO:0007292,GO:0007293,GO:0007294,GO:0007308,GO:0007309,GO:0007346,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007444,GO:0007447,GO:0007450,GO:0007568,GO:0008103,GO:0008150,GO:0008340,GO:0008354,GO:0009314,GO:0009411,GO:0009416,GO:0009605,GO:0009628,GO:0009653,GO:0009798,GO:0009888,GO:0009953,GO:0009987,GO:0009994,GO:0010259,GO:0010564,GO:0016043,GO:0016325,GO:0016477,GO:0019953,GO:0021700,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0030030,GO:0030154,GO:0030182,GO:0030706,GO:0030716,GO:0030951,GO:0030952,GO:0031175,GO:0031570,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0033043,GO:0033554,GO:0035220,GO:0035222,GO:0035295,GO:0040008,GO:0040011,GO:0042221,GO:0042330,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044421,GO:0044424,GO:0044464,GO:0044703,GO:0045165,GO:0045171,GO:0045172,GO:0045309,GO:0045786,GO:0045927,GO:0045930,GO:0046982,GO:0046983,GO:0048190,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048523,GO:0048599,GO:0048609,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050815,GO:0050896,GO:0051128,GO:0051179,GO:0051219,GO:0051674,GO:0051704,GO:0051716,GO:0051726,GO:0051783,GO:0060429,GO:0061564,GO:0065007,GO:0071840,GO:0097485,GO:0120036,GO:0120039,GO:1903047",ko:K06630,"ko04011,ko04110,ko04114,ko04151,ko04390,ko04391,ko04722,ko05169,ko05203,map04011,map04110,map04114,map04151,map04390,map04391,map04722,map05169,map05203",14-3-3,27432,28646,+
LOC126330076,NW_026062566.1,RefSeq S. gregaria unplaced genomic region,85828,7010,iqSchGreg1,genomic DNA,Gnomon,126330076,protein_coding,uncharacterized LOC126330076,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000785,GO:0002164,GO:0002165,GO:0002168,GO:0003002,GO:0003674,GO:0003682,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005654,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0005798,GO:0006355,GO:0006357,GO:0006606,GO:0006810,GO:0006886,GO:0006888,GO:0006900,GO:0006913,GO:0006950,GO:0006996,GO:0007275,GO:0007389,GO:0007591,GO:0008104,GO:0008150,GO:0008363,GO:0009266,GO:0009408,GO:0009628,GO:0009719,GO:0009725,GO:0009791,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0012505,GO:0012506,GO:0012507,GO:0014070,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0017038,GO:0019219,GO:0019222,GO:0030117,GO:0030120,GO:0030127,GO:0030133,GO:0030134,GO:0030135,GO:0030658,GO:0030659,GO:0030660,GO:0030662,GO:0031080,GO:0031090,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0031410,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0031982,GO:0032501,GO:0032502,GO:0032870,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0033993,GO:0034504,GO:0034605,GO:0034613,GO:0035017,GO:0035075,GO:0035077,GO:0035079,GO:0035293,GO:0035859,GO:0036314,GO:0036315,GO:0040003,GO:0042221,GO:0042303,GO:0042335,GO:0042337,GO:0042886,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045893,GO:0045935,GO:0045944,GO:0046907,GO:0048193,GO:0048194,GO:0048475,GO:0048518,GO:0048519,GO:0048522,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051169,GO:0051170,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051252,GO:0051254,GO:0051276,GO:0051641,GO:0051649,GO:0051716,GO:0060255,GO:0060260,GO:0060261,GO:0061024,GO:0061700,GO:0065007,GO:0070013,GO:0070727,GO:0070887,GO:0071310,GO:0071390,GO:0071396,GO:0071407,GO:0071495,GO:0071702,GO:0071705,GO:0071840,GO:0072594,GO:0080090,GO:0090114,GO:0097305,GO:0097306,GO:0097708,GO:0098588,GO:0098687,GO:0098796,GO:0098805,GO:1901654,GO:1901655,GO:1901700,GO:1901701,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2000142,GO:2000144,GO:2001141",ko:K14004,"ko03013,ko04141,ko04150,map03013,map04141,map04150",WD40,76508,78041,-
LOC126332405,NW_026062750.1,RefSeq S. gregaria unplaced genomic region,50201,7010,iqSchGreg1,genomic DNA,Gnomon,126332405,protein_coding,uncharacterized LOC126332405,Uncharacterized but has domains,Needs sequence-level taxonomy,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000228,GO:0000785,GO:0000790,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006325,GO:0006338,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016043,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031011,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0033202,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0070603,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097346,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1903506,GO:1904949,GO:2000112,GO:2001141",ko:K11672,,Actin,44505,49527,-
LOC126304652,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304652,protein_coding,rho-related protein racB-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,277001,278580,+
LOC126304653,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304653,protein_coding,cyclic GMP-binding protein C-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,217551,221349,+
LOC126304660,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304660,protein_coding,tetratricopeptide repeat protein 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,196746,201816,+
LOC126304663,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304663,protein_coding,energy-dependent translational throttle protein EttA-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,297761,300180,+
LOC126304669,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304669,protein_coding,rho GTPase-activating protein gacQ-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,6269,7186,-
LOC126304673,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304673,protein_coding,SCF ubiquitin ligase complex protein SKP1b-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,290150,291353,-
LOC126304674,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304674,protein_coding,serine/arginine repetitive matrix protein 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,308646,312171,-
LOC126304683,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304683,protein_coding,charged multivesicular body protein 3-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,172557,173829,-
LOC126304685,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304685,protein_coding,F-actin-capping protein subunit alpha-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,239470,241053,-
LOC126304686,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304686,protein_coding,isocitrate dehydrogenase [NAD] regulatory subunit A%2C mitochondrial-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,302960,304551,-
LOC126304687,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304687,protein_coding,S-adenosylmethionine decarboxylase proenzyme-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,20313,22833,-
LOC126304689,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304689,protein_coding,actin%2C plasmodial isoform-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,141490,142755,-
LOC126304696,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304696,protein_coding,cysteinylglycine-S-conjugate dipeptidase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,155835,159623,+
LOC126304699,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304699,protein_coding,proteasome subunit beta type-6-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,174434,175773,+
LOC126304702,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304702,protein_coding,60S ribosomal protein L34-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,280955,281591,-
LOC126304704,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304704,protein_coding,sepiapterin reductase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,292200,293320,-
LOC126304709,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304709,protein_coding,phosphatidylinositol-glycan biosynthesis class W protein-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,235072,236812,+
LOC126304713,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304713,protein_coding,general transcription and DNA repair factor IIH helicase subunit XPB-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,242935,245559,-
LOC126304714,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304714,protein_coding,BCAS3 microtubule associated cell migration factor-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,NUFIP1,241337,248554,+
LOC126304715,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304715,protein_coding,chromodomain-helicase-DNA-binding protein 8-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,262464,269795,+
LOC126304718,NW_026061732.1,RefSeq S. gregaria unplaced genomic region,395514,7010,iqSchGreg1,genomic DNA,Gnomon,126304718,protein_coding,protein phosphatase 2A scaffold subunit-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,114048,117310,+
