DEG_context,gene_id,seqid,start,end,midpoint,strand,seq_start,seq_end,chromosome,genome,chromosome_class,region_name,region_chromosome,region_genome,taxon,isolate,mol_type,tissue_type,region_length_bp,source,gff_gene_id,gff_description,gff_biotype,gff_gbkey,Description,gene_biotype,GOs,KEGG_ko,KEGG_Pathway,PFAMs,exact_deg_contrasts,annotation_text,has_domain_annotation,origin_evidence_class,origin_screen_priority,region_claim
Diet DEGs in infected,LOC126319914,NW_026062071.1,461745,466204,463974.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319914,exocyst complex component 2-like,protein_coding,Gene,exocyst complex component 2-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,exocyst complex component 2-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319931,NW_026062071.1,467878,469407,468642.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319931,3-hydroxyacyl-thioester dehydratase X-like,protein_coding,Gene,3-hydroxyacyl-thioester dehydratase X-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,3-hydroxyacyl-thioester dehydratase X-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319919,NW_026062071.1,474266,477106,475686,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319919,WD repeat-containing protein 48-like,protein_coding,Gene,WD repeat-containing protein 48-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,WD repeat-containing protein 48-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126320001,NW_026062071.1,477094,484984,481039,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126320001,uncharacterized LOC126320001,protein_coding,Gene,uncharacterized LOC126320001,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126320001 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319929,NW_026062071.1,492330,493684,493007,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319929,uncharacterized LOC126319929,protein_coding,Gene,uncharacterized LOC126319929,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319929 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319937,NW_026062071.1,493778,494553,494165.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319937,uncharacterized LOC126319937,lncRNA,Gene,uncharacterized LOC126319937,lncRNA,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319937 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319918,NW_026062071.1,499542,502554,501048,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319918,nuclear pore complex protein Nup93-like,protein_coding,Gene,nuclear pore complex protein Nup93-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,nuclear pore complex protein Nup93-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319933,NW_026062071.1,503707,508585,506146,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319933,uncharacterized LOC126319933,protein_coding,Gene,uncharacterized LOC126319933,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319933 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319923,NW_026062071.1,508651,511804,510227.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319923,uncharacterized LOC126319923,protein_coding,Gene,uncharacterized LOC126319923,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319923 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319928,NW_026062071.1,508674,510026,509350,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319928,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like,protein_coding,Gene,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319941,NW_026062071.1,511836,515174,513505,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319941,replication stress response regulator SDE2-like,protein_coding,Gene,replication stress response regulator SDE2-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,replication stress response regulator SDE2-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319940,NW_026062071.1,515228,516885,516056.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319940,"aspartate aminotransferase, mitochondrial-like",protein_coding,Gene,aspartate aminotransferase%2C mitochondrial-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,aspartate aminotransferase%2C mitochondrial-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126320003,NW_026062071.1,516843,518269,517556,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126320003,uncharacterized LOC126320003,protein_coding,Gene,uncharacterized LOC126320003,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126320003 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319944,NW_026062071.1,520195,525511,522853,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319944,GATA zinc finger domain-containing protein 14-like,protein_coding,Gene,GATA zinc finger domain-containing protein 14-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,GATA zinc finger domain-containing protein 14-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319943,NW_026062071.1,523643,526475,525059,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319943,uncharacterized LOC126319943,protein_coding,Gene,uncharacterized LOC126319943,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319943 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319948,NW_026062071.1,529100,530335,529717.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319948,uncharacterized LOC126319948,protein_coding,Gene,uncharacterized LOC126319948,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319948 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319946,NW_026062071.1,530233,533718,531975.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319946,cell division cycle 5-related protein-like,protein_coding,Gene,cell division cycle 5-related protein-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,cell division cycle 5-related protein-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319950,NW_026062071.1,538224,544228,541226,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319950,alcohol dehydrogenase class-3-like,protein_coding,Gene,alcohol dehydrogenase class-3-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,alcohol dehydrogenase class-3-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319951,NW_026062071.1,545857,549912,547884.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319951,phosphatidylinositol 4-kinase-like,protein_coding,Gene,phosphatidylinositol 4-kinase-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,phosphatidylinositol 4-kinase-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319952,NW_026062071.1,552018,553924,552971,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319952,H(+)/Cl(-) exchange transporter 7-like,protein_coding,Gene,H(+)/Cl(-) exchange transporter 7-like,protein_coding,"GO:0000323,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005768,GO:0005770,GO:0005773,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0007600,GO:0008150,GO:0008308,GO:0008509,GO:0012505,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0031410,GO:0031982,GO:0032501,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050877,GO:0050954,GO:0050975,GO:0051179,GO:0051234,GO:0055085,GO:0097708,GO:0098656,GO:0098660,GO:0098661,GO:1902476",ko:K05016,,"CBS,Voltage_CLC",Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"H(+)/Cl(-) exchange transporter 7-like | GO:0000323,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005768,GO:0005770,GO:0005773,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0007600,GO:0008150,GO:0008308,GO:0008509,GO:0012505,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0031410,GO:0031982,GO:0032501,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050877,GO:0050954,GO:0050975,GO:0051179,GO:0051234,GO:0055085,GO:0097708,GO:0098656,GO:0098660,GO:0098661,GO:1902476 | ko:K05016 | | CBS,Voltage_CLC | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319958,NW_026062071.1,561044,561852,561448,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319958,uncharacterized LOC126319958,protein_coding,Gene,uncharacterized LOC126319958,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319958 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319956,NW_026062071.1,563776,565446,564611,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319956,uncharacterized LOC126319956,protein_coding,Gene,uncharacterized LOC126319956,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319956 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319957,NW_026062071.1,567935,572641,570288,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319957,probable replication factor C subunit 4,protein_coding,Gene,probable replication factor C subunit 4,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,probable replication factor C subunit 4 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319954,NW_026062071.1,579893,581678,580785.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319954,uncharacterized LOC126319954,protein_coding,Gene,uncharacterized LOC126319954,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319954 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319960,NW_026062071.1,583333,584613,583973,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319960,uncharacterized LOC126319960,protein_coding,Gene,uncharacterized LOC126319960,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319960 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126320004,NW_026062071.1,597395,601807,599601,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126320004,uncharacterized LOC126320004,protein_coding,Gene,uncharacterized LOC126320004,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126320004 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319976,NW_026062071.1,601924,605613,603768.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319976,zinc finger protein 830-like,protein_coding,Gene,zinc finger protein 830-like,protein_coding,,"ko:K04634,ko:K13104","ko04015,ko04020,ko04022,ko04071,ko04261,ko04270,ko04371,ko04540,ko04611,ko04713,ko04720,ko04723,ko04724,ko04725,ko04726,ko04728,ko04730,ko04745,ko04750,ko04911,ko04912,ko04915,ko04916,ko04918,ko04921,ko04922,ko04924,ko04925,ko04927,ko04934,ko04961,ko04970,ko04971,ko04972,ko05010,ko05016,ko05142,ko05143,ko05146,ko05200,map04015,map04020,map04022,map04071,map04261,map04270,map04371,map04540,map04611,map04713,map04720,map04723,map04724,map04725,map04726,map04728,map04730,map04745,map04750,map04911,map04912,map04915,map04916,map04918,map04921,map04922,map04924,map04925,map04927,map04934,map04961,map04970,map04971,map04972,map05010,map05016,map05142,map05143,map05146,map05200",zf-C2H2_jaz,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"zinc finger protein 830-like | | ko:K04634,ko:K13104 | ko04015,ko04020,ko04022,ko04071,ko04261,ko04270,ko04371,ko04540,ko04611,ko04713,ko04720,ko04723,ko04724,ko04725,ko04726,ko04728,ko04730,ko04745,ko04750,ko04911,ko04912,ko04915,ko04916,ko04918,ko04921,ko04922,ko04924,ko04925,ko04927,ko04934,ko04961,ko04970,ko04971,ko04972,ko05010,ko05016,ko05142,ko05143,ko05146,ko05200,map04015,map04020,map04022,map04071,map04261,map04270,map04371,map04540,map04611,map04713,map04720,map04723,map04724,map04725,map04726,map04728,map04730,map04745,map04750,map04911,map04912,map04915,map04916,map04918,map04921,map04922,map04924,map04925,map04927,map04934,map04961,map04970,map04971,map04972,map05010,map05016,map05142,map05143,map05146,map05200 | zf-C2H2_jaz | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
