	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126277950	trifunctional enzyme subunit beta, mitochondrial	1425	4	0.0	99.68	1	F:GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000011 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR020616 (PFAM); IPR020617 (PFAM); IPR002155 (NCBIFAM); PIRSR000447-1 (PIRSR); IPR002155 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	F:GO:0016746; F:GO:0016747	F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED]	LOC126278318	uncharacterized protein LOC126278318	1035	1	1.67E-244	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126278037	cadherin-related tumor suppressor	15486	1	0.0	100.0	3	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane			IPR002126 (PRINTS); G3DSA:2.60.40.60:FF:000020 (FUNFAM); G3DSA:2.60.40.60:FF:000106 (FUNFAM); G3DSA:2.60.40.60:FF:000108 (FUNFAM); G3DSA:2.60.40.60:FF:000037 (FUNFAM); G3DSA:2.60.40.60:FF:000039 (FUNFAM); G3DSA:2.60.40.60:FF:000029 (FUNFAM); G3DSA:2.60.40.60:FF:000020 (FUNFAM); G3DSA:2.60.40.60:FF:000080 (FUNFAM); G3DSA:2.60.40.60:FF:000020 (FUNFAM); G3DSA:2.60.40.60:FF:000039 (FUNFAM); G3DSA:2.60.40.60:FF:000020 (FUNFAM); G3DSA:2.60.40.60:FF:000081 (FUNFAM); G3DSA:2.60.40.60:FF:000007 (FUNFAM); G3DSA:2.60.40.60:FF:000134 (FUNFAM); G3DSA:2.60.40.60:FF:000035 (FUNFAM); G3DSA:2.60.40.60:FF:000321 (FUNFAM); G3DSA:2.60.120.200:FF:000207 (FUNFAM); G3DSA:2.60.40.60:FF:000024 (FUNFAM); G3DSA:2.60.40.60:FF:000033 (FUNFAM); G3DSA:2.60.40.60:FF:000118 (FUNFAM); G3DSA:2.60.40.60:FF:000037 (FUNFAM); G3DSA:2.60.40.60:FF:000033 (FUNFAM); G3DSA:2.60.40.60:FF:000116 (FUNFAM); G3DSA:2.60.40.60:FF:000101 (FUNFAM); G3DSA:2.60.40.60:FF:000033 (FUNFAM); G3DSA:2.60.40.60:FF:000020 (FUNFAM); G3DSA:2.60.40.60:FF:000143 (FUNFAM); IPR001791 (PFAM); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.10.25.10 (GENE3D); G3DSA:2.10.25.10 (GENE3D); G3DSA:2.60.120.200 (GENE3D); IPR001791 (PFAM); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.10.25.10 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.120.200 (GENE3D); IPR002126 (PFAM); G3DSA:2.60.40.60 (GENE3D); IPR000742 (PFAM); PIRSR001145-3 (PIRSR); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR001791 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR001791 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); cd11304 (CDD); IPR001791 (CDD); cd11304 (CDD); cd11304 (CDD); IPR001791 (CDD); cd00054 (CDD); cd11304 (CDD); cd00054 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd00054 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR013320 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); SSF57196 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); SSF57196 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR013320 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY)	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126278690	heat shock 70 kDa protein cognate 5	2073	5	0.0	99.8	4	P:GO:0006457; F:GO:0005524; F:GO:0051082; F:GO:0140662	P:protein folding; F:ATP binding; F:unfolded protein binding; F:ATP-dependent protein folding chaperone			PR00301 (PRINTS); G3DSA:3.30.420.40:FF:000004 (FUNFAM); G3DSA:2.60.34.10:FF:000014 (FUNFAM); G3DSA:3.90.640.10:FF:000003 (FUNFAM); G3DSA:3.30.420.40:FF:000020 (FUNFAM); G3DSA:1.20.1270.10:FF:000011 (FUNFAM); G3DSA:3.30.30.30:FF:000003 (FUNFAM); IPR013126 (PFAM); G3DSA:3.30.420.40 (GENE3D); G3DSA:3.90.640.10 (GENE3D); IPR029047 (G3DSA:2.60.34.GENE3D); IPR012725 (NCBIFAM); IPR029048 (G3DSA:1.20.1270.GENE3D); G3DSA:3.30.30.30 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR012725 (HAMAP); cd11733 (CDD); IPR029047 (SUPERFAMILY); IPR043129 (SUPERFAMILY); IPR043129 (SUPERFAMILY)	P:GO:0006457; F:GO:0005524; F:GO:0051082; F:GO:0140662	P:protein folding; F:ATP binding; F:unfolded protein binding; F:ATP-dependent protein folding chaperone
true	[INTERPRO, BLASTED, MAPPED]	LOC126278416	TRAF3-interacting protein 1 isoform X2	3621	20	3.54E-201	53.34	1	F:GO:0008017	F:microtubule binding			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126278261	DNA mismatch repair protein Msh6	3528	6	0.0	98.13	3	P:GO:0006298; F:GO:0005524; F:GO:0030983	P:mismatch repair; F:ATP binding; F:mismatched DNA binding			G3DSA:3.40.1170.10:FF:000002 (FUNFAM); G3DSA:1.10.1420.10:FF:000005 (FUNFAM); IPR036678 (G3DSA:3.30.420.GENE3D); IPR007696 (PFAM); IPR007861 (PFAM); G3DSA:1.10.1420.10 (GENE3D); IPR000432 (PFAM); G3DSA:1.10.1420.10 (GENE3D); IPR017261 (PIRSF); IPR016151 (G3DSA:3.40.1170.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR007860 (PFAM); IPR007695 (PFAM); IPR036678 (SUPERFAMILY); IPR036187 (SUPERFAMILY); IPR016151 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	P:GO:0006298; F:GO:0005524; F:GO:0030983	P:mismatch repair; F:ATP binding; F:mismatched DNA binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126279121	TNF receptor-associated factor 6-like	888	2	2.46E-210	96.96	1	F:GO:0005515	F:protein binding			IPR049342 (PFAM); IPR008974 (G3DSA:2.60.210.GENE3D); SSF49599 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126279120	cyclin-dependent kinase 1-like	900	4	1.01E-220	99.67	3	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding			G3DSA:3.30.200.20:FF:000027 (FUNFAM); G3DSA:1.10.510.10:FF:000706 (FUNFAM); G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); G3DSA:3.30.200.20 (GENE3D); PIRSR038189-2 (PIRSR); PIRSR000666-1 (PIRSR); PIRSR000619-1 (PIRSR); PIRSR630220-1 (PIRSR); PIRSR620777-50 (PIRSR); PIRSR630616-1 (PIRSR); PIRSR037993-2 (PIRSR); PIRSR000554-1 (PIRSR); PIRSR637770-1 (PIRSR); PIRSR000550-1 (PIRSR); PIRSR000636-1 (PIRSR); PIRSR038172-1 (PIRSR); PIRSR000660-2 (PIRSR); PIRSR630616-3 (PIRSR); PIRSR000559-2 (PIRSR); PIRSR037393-2 (PIRSR); PIRSR000661-51 (PIRSR); PIRSR000617-1 (PIRSR); PIRSR037921-2 (PIRSR); PIRSR600239-51 (PIRSR); PIRSR000552-1 (PIRSR); PIRSR000628-2 (PIRSR); PIRSR037014-2 (PIRSR); PIRSR000550-3 (PIRSR); PIRSR037921-1 (PIRSR); PIRSR628788-1 (PIRSR); PIRSR037281-1 (PIRSR); PIRSR500948-1 (PIRSR); PIRSR038165-50 (PIRSR); PIRSR000631-1 (PIRSR); PIRSR000556-2 (PIRSR); PIRSR628788-2 (PIRSR); PIRSR000551-51 (PIRSR); PIRSR000556-1 (PIRSR); PIRSR037281-3 (PIRSR); PIRSR000624-1 (PIRSR); PIRSR037014-1 (PIRSR); PIRSR000632-1 (PIRSR); PIRSR037281-2 (PIRSR); PIRSR000660-1 (PIRSR); PIRSR000551-50 (PIRSR); PIRSR630616-2 (PIRSR); PIRSR500947-50 (PIRSR); PIRSR037993-1 (PIRSR); PIRSR000554-2 (PIRSR); PIRSR000636-2 (PIRSR); PIRSR038189-1 (PIRSR); PIRSR620777-51 (PIRSR); PIRSR000606-51 (PIRSR); PIRSR000632-2 (PIRSR); PIRSR000624-2 (PIRSR); PIRSR000620-1 (PIRSR); PIRSR500951-1 (PIRSR); PIRSR037393-1 (PIRSR); PIRSR000661-50 (PIRSR); PIRSR038172-2 (PIRSR); PIRSR038165-51 (PIRSR); PIRSR000559-1 (PIRSR); PIRSR000605-50 (PIRSR); PIRSR000666-2 (PIRSR); PIRSR637770-2 (PIRSR); PIRSR000552-2 (PIRSR); PIRSR000619-2 (PIRSR); PIRSR000604-1 (PIRSR); PIRSR500950-50 (PIRSR); PIRSR000604-2 (PIRSR); PIRSR000628-1 (PIRSR); PIRSR000617-2 (PIRSR); PIRSR000605-51 (PIRSR); PIRSR037568-2 (PIRSR); PIRSR037568-1 (PIRSR); PIRSR000620-2 (PIRSR); PIRSR630220-2 (PIRSR); IPR000719 (PROSITE_PROFILES); IPR011009 (SUPERFAMILY)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding
true	[INTERPRO, BLASTED]	LOC126279124	testis-expressed protein 10 homolog	5679	20	2.73E-122	65.74						IPR011989 (G3DSA:1.25.10.GENE3D); IPR024679 (PFAM); IPR011989 (G3DSA:1.25.10.GENE3D); IPR016024 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126279123	zinc finger protein 594-like isoform X1	4191	12	0.0	88.42	3	P:GO:0033617; F:GO:0005515; C:GO:0005739	P:mitochondrial cytochrome c oxidase assembly; F:protein binding; C:mitochondrion			G3DSA:3.30.160.60:FF:000100 (FUNFAM); G3DSA:3.30.160.60:FF:000446 (FUNFAM); G3DSA:3.30.160.60:FF:000478 (FUNFAM); G3DSA:3.30.160.60:FF:001818 (FUNFAM); G3DSA:3.30.160.60:FF:000135 (FUNFAM); G3DSA:3.30.160.60:FF:000045 (FUNFAM); G3DSA:3.30.160.60:FF:000557 (FUNFAM); IPR013087 (PFAM); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR011333 (G3DSA:3.30.710.GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR000210 (PFAM); IPR011333 (G3DSA:3.30.710.GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR018625 (PFAM); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR000210 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR000210 (PROSITE_PROFILES); IPR000210 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); cd18186 (CDD); IPR011333 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR011333 (SUPERFAMILY); IPR011333 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY)	P:GO:0033617; F:GO:0005515; C:GO:0005739	P:mitochondrial cytochrome c oxidase assembly; F:protein binding; C:mitochondrion
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126279126	phenoloxidase-activating factor 2 isoform X1	10080	10	1.67E-145	85.64	2	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity			IPR001254 (PFAM); IPR041515 (PFAM); IPR043504 (G3DSA:2.40.10.GENE3D); PIRSR001149-4 (PIRSR); PIRSR001145-3 (PIRSR); IPR001254 (PROSITE_PROFILES); IPR009003 (SUPERFAMILY); IPR009003 (SUPERFAMILY); IPR009003 (SUPERFAMILY); IPR009003 (SUPERFAMILY)	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126279125	XP_047001444.1 cadherin-99C	4800	4	0.0	99.38	3	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane			IPR002126 (PRINTS); G3DSA:2.60.40.60:FF:000232 (FUNFAM); G3DSA:2.60.40.60:FF:000275 (FUNFAM); G3DSA:2.60.40.60:FF:000315 (FUNFAM); G3DSA:2.60.40.60:FF:000381 (FUNFAM); G3DSA:2.60.40.60:FF:000020 (FUNFAM); G3DSA:2.60.40.60:FF:000403 (FUNFAM); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); IPR002126 (PFAM); G3DSA:2.60.40.60 (GENE3D); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY)	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane
true	[INTERPRO, BLASTED]	LOC126279130	39S ribosomal protein L1, mitochondrial	1059	6	1.46E-258	99.76						IPR016095 (G3DSA:3.40.50.GENE3D); IPR028364 (PFAM); G3DSA:3.30.190.20 (GENE3D); IPR023674 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126279128	CCR4-NOT transcription complex subunit 6-like	7761	20	1.48E-118	72.0	2	F:GO:0003824; C:GO:0016020	F:catalytic activity; C:membrane			IPR036691 (G3DSA:3.60.10.GENE3D); IPR036691 (SUPERFAMILY); IPR036691 (SUPERFAMILY); IPR036691 (SUPERFAMILY); IPR036691 (SUPERFAMILY); IPR036691 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126279129	trinucleotide repeat-containing gene 18 protein-like	1530	1	7.47E-255	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126279131	protein YIPF5	762	4	1.07E-183	99.8						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126278707	uncharacterized protein LOC126278707	4014	1	0.0	100.0	2	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity			G3DSA:2.40.10.10:FF:000068 (FUNFAM); IPR043504 (G3DSA:2.40.10.GENE3D); IPR001254 (PFAM); IPR043504 (G3DSA:2.40.10.GENE3D); IPR043504 (G3DSA:2.40.10.GENE3D); IPR041515 (PFAM); PIRSR001145-3 (PIRSR); PIRSR001149-4 (PIRSR); IPR001254 (PROSITE_PROFILES); IPR001254 (CDD); IPR011049 (SUPERFAMILY); IPR009003 (SUPERFAMILY); IPR009003 (SUPERFAMILY)	P:GO:0006508; F:GO:0004252	P:proteolysis; F:serine-type endopeptidase activity
true	[INTERPRO, BLASTED]	LOC126278708	15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like	897	2	4.04E-174	93.62						IPR002347 (PRINTS); IPR002347 (PRINTS); G3DSA:3.40.50.720 (GENE3D); IPR002347 (PFAM); PIRSR617711-1 (PIRSR); PIRSR614007-1 (PIRSR); PIRSR611284-2 (PIRSR); PIRSR617711-2 (PIRSR); PIRSR614007-2 (PIRSR); PIRSR614058-1 (PIRSR); PIRSR000095-1 (PIRSR); PIRSR611284-1 (PIRSR); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126278561	HSPB1-associated protein 1 isoform X1	3870	2	3.85E-259	52.13						G3DSA:2.60.120.650 (GENE3D); IPR041667 (PFAM); IPR003347 (PROSITE_PROFILES); SSF51197 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126278709	fibroin heavy chain-like	14742	1	2.15E-82	100.0						no IPS match	no IPS match	no IPS match
