Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124619251	ATP-binding cassette subfamily G member 4	F GO:0140359 ABC-type transporter activity
LOC124620158	vesicular glutamate transporter 1	F GO:0022857 transmembrane transporter activity
LOC124620158	vesicular glutamate transporter 1	P GO:0055085 transmembrane transport
LOC124619685	inactive pancreatic lipase-related protein 1	F GO:0016298 lipase activity
LOC124619685	inactive pancreatic lipase-related protein 1	P GO:0006629 lipid metabolic process
LOC124619276	ATP-binding cassette sub-family G member 1-like	C GO:0016020 membrane
LOC124619276	ATP-binding cassette sub-family G member 1-like	F GO:0005524 ATP binding
LOC124619276	ATP-binding cassette sub-family G member 1-like	F GO:0016887 ATP hydrolysis activity
LOC124619276	ATP-binding cassette sub-family G member 1-like	F GO:0140359 ABC-type transporter activity
LOC124619470	ATP-binding cassette subfamily G member 4-like	C GO:0016020 membrane
LOC124619470	ATP-binding cassette subfamily G member 4-like	F GO:0005524 ATP binding
LOC124619470	ATP-binding cassette subfamily G member 4-like	F GO:0016887 ATP hydrolysis activity
LOC124619470	ATP-binding cassette subfamily G member 4-like	F GO:0140359 ABC-type transporter activity
LOC124620159	cilia- and flagella-associated protein 52-like	F GO:0005515 protein binding
LOC124619454	palmitoyltransferase ZDHHC23-B isoform X1	F GO:0016409 palmitoyltransferase activity
LOC124619755	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	F GO:0009055 electron transfer activity
LOC124619755	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	F GO:0016491 oxidoreductase activity
LOC124619755	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	F GO:0051536 iron-sulfur cluster binding
LOC124619755	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	P GO:0006099 tricarboxylic acid cycle
LOC124619348	elongin-C	P GO:0006511 ubiquitin-dependent protein catabolic process
LOC124619344	mesocentin-like isoform X4	C GO:0005856 cytoskeleton
LOC124619344	mesocentin-like isoform X4	F GO:0003779 actin binding
LOC124619344	mesocentin-like isoform X4	F GO:0005198 structural molecule activity
LOC124619570	tubulointerstitial nephritis antigen-like	F GO:0008234 cysteine-type peptidase activity
LOC124619570	tubulointerstitial nephritis antigen-like	P GO:0006508 proteolysis
LOC124619925	inositol oxygenase-like	C GO:0005737 cytoplasm
LOC124619925	inositol oxygenase-like	F GO:0005506 iron ion binding
LOC124619925	inositol oxygenase-like	F GO:0050113 inositol oxygenase activity
LOC124619925	inositol oxygenase-like	P GO:0019310 inositol catabolic process
LOC124619924	inositol oxygenase-like	C GO:0005737 cytoplasm
LOC124619924	inositol oxygenase-like	F GO:0005506 iron ion binding
LOC124619924	inositol oxygenase-like	F GO:0050113 inositol oxygenase activity
LOC124619924	inositol oxygenase-like	P GO:0019310 inositol catabolic process
LOC124619927	inositol oxygenase-like	C GO:0005737 cytoplasm
LOC124619927	inositol oxygenase-like	F GO:0005506 iron ion binding
LOC124619927	inositol oxygenase-like	F GO:0050113 inositol oxygenase activity
LOC124619927	inositol oxygenase-like	P GO:0019310 inositol catabolic process
LOC124619929	inositol oxygenase-like	C GO:0005737 cytoplasm
LOC124619929	inositol oxygenase-like	F GO:0005506 iron ion binding
LOC124619929	inositol oxygenase-like	F GO:0050113 inositol oxygenase activity
LOC124619929	inositol oxygenase-like	P GO:0019310 inositol catabolic process
LOC124619928	inositol oxygenase-like	C GO:0005737 cytoplasm
LOC124619928	inositol oxygenase-like	F GO:0005506 iron ion binding
LOC124619928	inositol oxygenase-like	F GO:0050113 inositol oxygenase activity
LOC124619928	inositol oxygenase-like	P GO:0019310 inositol catabolic process
LOC124619930	inositol oxygenase-like	C GO:0005737 cytoplasm
LOC124619930	inositol oxygenase-like	F GO:0005506 iron ion binding
LOC124619930	inositol oxygenase-like	F GO:0050113 inositol oxygenase activity
LOC124619930	inositol oxygenase-like	P GO:0019310 inositol catabolic process
LOC124620165	neural-cadherin-like	C GO:0016020 membrane
LOC124620165	neural-cadherin-like	F GO:0005509 calcium ion binding
LOC124620165	neural-cadherin-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124619261	unnamed protein product	F GO:0016779 nucleotidyltransferase activity
LOC124619226	iron-sulfur protein NUBPL isoform X2	F GO:0005524 ATP binding
LOC124619226	iron-sulfur protein NUBPL isoform X2	F GO:0051536 iron-sulfur cluster binding
LOC124619226	iron-sulfur protein NUBPL isoform X2	F GO:0140663 ATP-dependent FeS chaperone activity
LOC124619226	iron-sulfur protein NUBPL isoform X2	P GO:0016226 iron-sulfur cluster assembly
LOC124619697	toll-like receptor 6	F GO:0005515 protein binding
LOC124620169	tetraspanin-5	C GO:0016020 membrane
LOC124619392	28S ribosomal protein S24, mitochondrial	C GO:0005739 mitochondrion
LOC124619549	cadherin-23-like	C GO:0016020 membrane
LOC124619549	cadherin-23-like	F GO:0005509 calcium ion binding
LOC124619549	cadherin-23-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124620170	limbic system-associated membrane protein-like	C GO:0016020 membrane
LOC124620170	limbic system-associated membrane protein-like	F GO:0005515 protein binding
LOC124620170	limbic system-associated membrane protein-like	P GO:0007155 cell adhesion
LOC124620171	E3 ubiquitin-protein ligase sina-like	F GO:0008270 zinc ion binding
LOC124619731	conserved oligomeric Golgi complex subunit 8	C GO:0017119 Golgi transport complex
LOC124619760	chitin deacetylase 1	C GO:0005576 extracellular region
LOC124619760	chitin deacetylase 1	F GO:0008061 chitin binding
LOC124619760	chitin deacetylase 1	P GO:0005975 carbohydrate metabolic process
LOC124619640	unnamed protein product	C GO:0089701 U2AF complex
LOC124619640	unnamed protein product	F GO:0003723 RNA binding
LOC124619640	unnamed protein product	F GO:0046872 metal ion binding
LOC124619640	unnamed protein product	P GO:0000398 mRNA splicing, via spliceosome
LOC124619723	protein decapentaplegic-like	F GO:0008083 growth factor activity
LOC124619866	protein sly1 homolog	P GO:0016192 vesicle-mediated transport
LOC124619865	U4/U6.U5 tri-snRNP-associated protein 1	C GO:0046540 U4/U6 x U5 tri-snRNP complex
LOC124619865	U4/U6.U5 tri-snRNP-associated protein 1	P GO:0000398 mRNA splicing, via spliceosome
LOC124619802	extracellular tyrosine-protein kinase PKDCC-like isoform X2	F GO:0004672 protein kinase activity
LOC124619802	extracellular tyrosine-protein kinase PKDCC-like isoform X2	F GO:0005524 ATP binding
LOC124619802	extracellular tyrosine-protein kinase PKDCC-like isoform X2	P GO:0006468 protein phosphorylation
LOC124619230	transcription termination factor 4, mitochondrial	F GO:0003690 double-stranded DNA binding
LOC124619230	transcription termination factor 4, mitochondrial	P GO:0006355 regulation of DNA-templated transcription
LOC124619232	RNA-binding protein 7 isoform X1	F GO:0003723 RNA binding
LOC124619231	TLC domain-containing protein 5-like	C GO:0016020 membrane
LOC124619229	unnamed protein product	F GO:0004672 protein kinase activity
LOC124619229	unnamed protein product	F GO:0005524 ATP binding
LOC124619229	unnamed protein product	P GO:0006468 protein phosphorylation
LOC124619493	histone H2A	C GO:0000786 nucleosome
LOC124619493	histone H2A	F GO:0003677 DNA binding
LOC124619493	histone H2A	F GO:0030527 structural constituent of chromatin
LOC124619493	histone H2A	F GO:0046982 protein heterodimerization activity
LOC124620179	hemicentin-2	F GO:0005515 protein binding
LOC124619497	annexin B9-like isoform X1	F GO:0005509 calcium ion binding
LOC124619497	annexin B9-like isoform X1	F GO:0005544 calcium-dependent phospholipid binding
LOC124619552	formin-2-like isoform X1	C GO:0005884 actin filament
LOC124619552	formin-2-like isoform X1	F GO:0008017 microtubule binding
LOC124619552	formin-2-like isoform X1	P GO:0045010 actin nucleation
LOC124619391	vacuolar protein sorting-associated protein 54	P GO:0042147 retrograde transport, endosome to Golgi
LOC124619622	mediator of RNA polymerase II transcription subunit 22	C GO:0016592 mediator complex
LOC124619622	mediator of RNA polymerase II transcription subunit 22	F GO:0003712 transcription coregulator activity
LOC124619622	mediator of RNA polymerase II transcription subunit 22	P GO:0006357 regulation of transcription by RNA polymerase II
LOC124619442	cyclin-H	C GO:0070985 transcription factor TFIIK complex
LOC124619442	cyclin-H	F GO:0016538 cyclin-dependent protein serine/threonine kinase regulator activity
LOC124619442	cyclin-H	P GO:0006351 DNA-templated transcription
LOC124619745	ankyrin repeat and IBR domain-containing protein 1-like isoform X3	F GO:0005515 protein binding
LOC124619402	T-complex protein 1 subunit delta	F GO:0005524 ATP binding
LOC124619402	T-complex protein 1 subunit delta	F GO:0016887 ATP hydrolysis activity
LOC124619402	T-complex protein 1 subunit delta	F GO:0051082 unfolded protein binding
LOC124619402	T-complex protein 1 subunit delta	F GO:0140662 ATP-dependent protein folding chaperone
LOC124619402	T-complex protein 1 subunit delta	P GO:0006457 protein folding
LOC124620191	POU domain, class 2, transcription factor 3	F GO:0003677 DNA binding
LOC124620191	POU domain, class 2, transcription factor 3	F GO:0003700 DNA-binding transcription factor activity
LOC124620191	POU domain, class 2, transcription factor 3	P GO:0006355 regulation of DNA-templated transcription
LOC124619424	testis-expressed protein 2 isoform X2	C GO:0110165 cellular anatomical entity
LOC124619424	testis-expressed protein 2 isoform X2	F GO:0000166 nucleotide binding
LOC124619424	testis-expressed protein 2 isoform X2	F GO:0004540 RNA nuclease activity
LOC124619424	testis-expressed protein 2 isoform X2	F GO:0004672 protein kinase activity
LOC124619424	testis-expressed protein 2 isoform X2	P GO:0034976 response to endoplasmic reticulum stress
LOC124619424	testis-expressed protein 2 isoform X2	P GO:0044237 cellular metabolic process
LOC124619424	testis-expressed protein 2 isoform X2	P GO:0050794 regulation of cellular process
LOC124619518	serine/threonine-protein kinase/endoribonuclease IRE1	F GO:0004540 RNA nuclease activity
LOC124619518	serine/threonine-protein kinase/endoribonuclease IRE1	F GO:0004672 protein kinase activity
LOC124619518	serine/threonine-protein kinase/endoribonuclease IRE1	F GO:0005515 protein binding
LOC124619518	serine/threonine-protein kinase/endoribonuclease IRE1	F GO:0005524 ATP binding
LOC124619518	serine/threonine-protein kinase/endoribonuclease IRE1	P GO:0006397 mRNA processing
LOC124619518	serine/threonine-protein kinase/endoribonuclease IRE1	P GO:0006468 protein phosphorylation
LOC124619513	thymidine kinase, cytosolic-like	F GO:0004797 thymidine kinase activity
LOC124619513	thymidine kinase, cytosolic-like	F GO:0005524 ATP binding
LOC124619504	unnamed protein product	F GO:0016491 oxidoreductase activity
LOC124619673	40S ribosomal protein S20	F GO:0003735 structural constituent of ribosome
LOC124619673	40S ribosomal protein S20	C GO:0015935 small ribosomal subunit
LOC124619673	40S ribosomal protein S20	P GO:0006412 translation
LOC124619528	protein Spindly-like isoform X3	C GO:0030054 cell junction
LOC124619528	protein Spindly-like isoform X3	P GO:0002009 morphogenesis of an epithelium
LOC124619528	protein Spindly-like isoform X3	P GO:0007275 multicellular organism development
LOC124619528	protein Spindly-like isoform X3	P GO:0030177 positive regulation of Wnt signaling pathway
LOC124619528	protein Spindly-like isoform X3	P GO:0035556 intracellular signal transduction
LOC124619918	mitochondrial glutamate carrier 1-like	P GO:0055085 transmembrane transport
LOC124619475	GMP reductase 2-like	C GO:1902560 GMP reductase complex
LOC124619475	GMP reductase 2-like	F GO:0003920 GMP reductase activity
LOC124619475	GMP reductase 2-like	P GO:0006164 purine nucleotide biosynthetic process
LOC124619475	GMP reductase 2-like	F GO:0003938 IMP dehydrogenase activity
LOC124620199	zinc finger protein PLAG1-like	F GO:0005515 protein binding
LOC124619897	digestive cysteine proteinase 1	F GO:0008234 cysteine-type peptidase activity
LOC124619897	digestive cysteine proteinase 1	P GO:0006508 proteolysis
LOC124619595	ATP-binding cassette sub-family G member 1-like	C GO:0016020 membrane
LOC124619595	ATP-binding cassette sub-family G member 1-like	F GO:0005524 ATP binding
LOC124619595	ATP-binding cassette sub-family G member 1-like	F GO:0016887 ATP hydrolysis activity
LOC124619595	ATP-binding cassette sub-family G member 1-like	F GO:0140359 ABC-type transporter activity
LOC124619368	ATP-binding cassette sub-family G member 1-like	C GO:0016020 membrane
LOC124619368	ATP-binding cassette sub-family G member 1-like	F GO:0005524 ATP binding
LOC124619368	ATP-binding cassette sub-family G member 1-like	F GO:0016887 ATP hydrolysis activity
LOC124619368	ATP-binding cassette sub-family G member 1-like	F GO:0140359 ABC-type transporter activity
LOC124619754	aminoacylase-1-like	C GO:0005737 cytoplasm
LOC124619754	aminoacylase-1-like	P GO:0006520 amino acid metabolic process
LOC124619754	aminoacylase-1-like	F GO:0004046 aminoacylase activity
LOC124620205	aminoacylase-1-like	C GO:0005737 cytoplasm
LOC124620205	aminoacylase-1-like	P GO:0006520 amino acid metabolic process
LOC124620205	aminoacylase-1-like	F GO:0004046 aminoacylase activity
LOC124620207	protein O-mannosyl-transferase TMTC2-like	F GO:0005515 protein binding
LOC124619748	galectin-6-like	F GO:0030246 carbohydrate binding
LOC124619257	glycogen phosphorylase	F GO:0008184 glycogen phosphorylase activity
LOC124619257	glycogen phosphorylase	P GO:0005975 carbohydrate metabolic process
LOC124619257	glycogen phosphorylase	F GO:0030170 pyridoxal phosphate binding
LOC124619899	kiSS-1 receptor-like	C GO:0016020 membrane
LOC124619899	kiSS-1 receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124619899	kiSS-1 receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124619837	somatostatin receptor type 4-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124619837	somatostatin receptor type 4-like	C GO:0016020 membrane
LOC124619837	somatostatin receptor type 4-like	F GO:0004983 neuropeptide Y receptor activity
LOC124619863	little elongation complex subunit 2-like	C GO:0008023 transcription elongation factor complex
LOC124619382	carotenoid isomerooxygenase isoform X3	F GO:0016702 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
LOC124619875	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like	F GO:0009055 electron transfer activity
LOC124619875	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like	F GO:0016491 oxidoreductase activity
LOC124619875	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like	F GO:0051536 iron-sulfur cluster binding
LOC124619875	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like	P GO:0006099 tricarboxylic acid cycle
LOC124619446	KRR1 small subunit processome component homolog	F GO:0003723 RNA binding
LOC124620375	serine palmitoyltransferase 2 isoform X1	F GO:0030170 pyridoxal phosphate binding
LOC124620375	serine palmitoyltransferase 2 isoform X1	P GO:0009058 biosynthetic process
