Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126281855	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281855	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281854	lactase/phlorizin hydrolase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281854	lactase/phlorizin hydrolase-like	P GO:0005975 carbohydrate metabolic process
LOC126281381	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281381	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281550	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281550	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281549	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281549	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282360	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282360	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281872	G-protein coupled receptor dmsr-1-like	F GO:0008528 G protein-coupled peptide receptor activity
LOC126281872	G-protein coupled receptor dmsr-1-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126281872	G-protein coupled receptor dmsr-1-like	C GO:0016020 membrane
LOC126281873	U3 small nucleolar RNA-associated protein 15 homolog	C GO:0005730 nucleolus
LOC126281873	U3 small nucleolar RNA-associated protein 15 homolog	F GO:0005515 protein binding
LOC126281873	U3 small nucleolar RNA-associated protein 15 homolog	P GO:0006364 rRNA processing
LOC126281877	endophilin-A isoform X4	F GO:0005515 protein binding
LOC126282361	SKI family transcriptional corepressor 2	F GO:0046332 SMAD binding
LOC126282362	forkhead box protein E3	F GO:0003700 DNA-binding transcription factor activity
LOC126282362	forkhead box protein E3	F GO:0043565 sequence-specific DNA binding
LOC126282362	forkhead box protein E3	P GO:0006355 regulation of DNA-templated transcription
LOC126281886	ubiquitin carboxyl-terminal hydrolase MINDY-3-like	F GO:0005509 calcium ion binding
LOC126282188	protein kibra isoform X1	F GO:0005515 protein binding
LOC126281267	RING finger protein 141-like	F GO:0046872 metal ion binding
LOC126281532	XP_049836536.1 transaldolase	C GO:0005737 cytoplasm
LOC126281532	XP_049836536.1 transaldolase	F GO:0004801 transaldolase activity
LOC126281532	XP_049836536.1 transaldolase	P GO:0005975 carbohydrate metabolic process
LOC126281532	XP_049836536.1 transaldolase	P GO:0006098 pentose-phosphate shunt
LOC126282106	glucose dehydrogenase [FAD, quinone]-like	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC126282364	tigger transposable element-derived protein 6-like	F GO:0003677 DNA binding
LOC126281749	furin-like protease 2	P GO:0006508 proteolysis
LOC126281749	furin-like protease 2	F GO:0004252 serine-type endopeptidase activity
LOC126281628	ubiquitin carboxyl-terminal hydrolase 3-like	F GO:0004843 cysteine-type deubiquitinase activity
LOC126281628	ubiquitin carboxyl-terminal hydrolase 3-like	F GO:0008270 zinc ion binding
LOC126281628	ubiquitin carboxyl-terminal hydrolase 3-like	P GO:0016579 protein deubiquitination
LOC126281629	40S ribosomal protein S17	C GO:0005840 ribosome
LOC126281629	40S ribosomal protein S17	F GO:0003735 structural constituent of ribosome
LOC126281629	40S ribosomal protein S17	P GO:0006412 translation
LOC126281630	furin-like protease 2	P GO:0006508 proteolysis
LOC126281630	furin-like protease 2	F GO:0004252 serine-type endopeptidase activity
LOC126281966	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281966	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282118	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282118	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282010	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282010	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282012	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282012	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282009	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282009	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282057	lipase 3-like	P GO:0006629 lipid metabolic process
LOC126281614	lipase 3-like	P GO:0006629 lipid metabolic process
LOC126281689	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281689	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281392	dipeptidase 1-like	F GO:0070573 metallodipeptidase activity
LOC126281392	dipeptidase 1-like	P GO:0006508 proteolysis
LOC126282526	charged multivesicular body protein 2a	P GO:0007034 vacuolar transport
LOC126282528	ETS homologous factor-like isoform X2	F GO:0003700 DNA-binding transcription factor activity
LOC126282528	ETS homologous factor-like isoform X2	F GO:0043565 sequence-specific DNA binding
LOC126282528	ETS homologous factor-like isoform X2	P GO:0006355 regulation of DNA-templated transcription
LOC126281161	uncharacterized protein LOC126281161	C GO:0016020 membrane
LOC126281161	uncharacterized protein LOC126281161	F GO:0008083 growth factor activity
LOC126281164	dolichol-phosphate mannosyltransferase subunit 3	P GO:0006486 protein glycosylation
LOC126281165	vascular endothelial growth factor A-like	C GO:0016020 membrane
LOC126281165	vascular endothelial growth factor A-like	F GO:0008083 growth factor activity
LOC126282517	tryptophan 2,3-dioxygenase	F GO:0004833 tryptophan 2,3-dioxygenase activity
LOC126282517	tryptophan 2,3-dioxygenase	F GO:0020037 heme binding
LOC126282517	tryptophan 2,3-dioxygenase	F GO:0046872 metal ion binding
LOC126282517	tryptophan 2,3-dioxygenase	P GO:0019441 tryptophan catabolic process to kynurenine
LOC126282518	cathepsin O-like	F GO:0008234 cysteine-type peptidase activity
LOC126282518	cathepsin O-like	P GO:0006508 proteolysis
LOC126281655	peroxisomal membrane protein PEX16	C GO:0005777 peroxisome
LOC126282167	patatin-like phospholipase domain-containing protein 2	P GO:0006629 lipid metabolic process
LOC126282169	teneurin-m isoform X2	C GO:0005886 plasma membrane
LOC126282169	teneurin-m isoform X2	C GO:0042995 cell projection
LOC126281559	regulator of hypoxia-inducible factor 1-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126281971	nose resistant to fluoxetine protein 6-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126281973	proteasome subunit alpha type-1	C GO:0019773 proteasome core complex, alpha-subunit complex
LOC126281973	proteasome subunit alpha type-1	P GO:0006511 ubiquitin-dependent protein catabolic process
LOC126281975	sorbitol dehydrogenase-like	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126281449	probable ATP-dependent RNA helicase DDX49 isoform X1	F GO:0003676 nucleic acid binding
LOC126281449	probable ATP-dependent RNA helicase DDX49 isoform X1	F GO:0005524 ATP binding
LOC126281451	transmembrane protein 53	C GO:0005640 nuclear outer membrane
LOC126281452	putative Ras-related protein Rab-33	F GO:0003924 GTPase activity
LOC126281452	putative Ras-related protein Rab-33	F GO:0005525 GTP binding
LOC126281452	putative Ras-related protein Rab-33	P GO:0032482 Rab protein signal transduction
LOC126281456	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126281456	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126281456	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126281456	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126281457	cytochrome P450 6l1-like	F GO:0004497 monooxygenase activity
LOC126281457	cytochrome P450 6l1-like	F GO:0005506 iron ion binding
LOC126281457	cytochrome P450 6l1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126281457	cytochrome P450 6l1-like	F GO:0020037 heme binding
LOC126281214	WD repeat-containing protein 81	F GO:0005515 protein binding
LOC126281219	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281219	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281216	lactase/phlorizin hydrolase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281216	lactase/phlorizin hydrolase-like	P GO:0005975 carbohydrate metabolic process
LOC126281217	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281217	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281566	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281566	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281565	malate synthase-like	P GO:0006097 glyoxylate cycle
LOC126281565	malate synthase-like	F GO:0004474 malate synthase activity
LOC126281415	Ras-like protein 1	F GO:0003924 GTPase activity
LOC126281415	Ras-like protein 1	F GO:0005525 GTP binding
LOC126281870	calcium/calmodulin-dependent protein kinase type IV-like	F GO:0004672 protein kinase activity
LOC126281870	calcium/calmodulin-dependent protein kinase type IV-like	F GO:0005524 ATP binding
LOC126281870	calcium/calmodulin-dependent protein kinase type IV-like	P GO:0006468 protein phosphorylation
LOC126281871	sodium channel protein Nach-like	C GO:0016020 membrane
LOC126281871	sodium channel protein Nach-like	F GO:0005272 sodium channel activity
LOC126281871	sodium channel protein Nach-like	P GO:0006814 sodium ion transport
LOC126282369	sodium channel protein Nach-like	C GO:0016020 membrane
LOC126282369	sodium channel protein Nach-like	F GO:0005272 sodium channel activity
LOC126282369	sodium channel protein Nach-like	P GO:0006814 sodium ion transport
LOC126282052	ATP-dependent translocase ABCB1-like	C GO:0016020 membrane
LOC126282052	ATP-dependent translocase ABCB1-like	F GO:0005524 ATP binding
LOC126282052	ATP-dependent translocase ABCB1-like	F GO:0016887 ATP hydrolysis activity
LOC126282052	ATP-dependent translocase ABCB1-like	F GO:0140359 ABC-type transporter activity
LOC126282052	ATP-dependent translocase ABCB1-like	P GO:0055085 transmembrane transport
LOC126282372	head-specific guanylate cyclase-like	P GO:0006182 cGMP biosynthetic process
LOC126282372	head-specific guanylate cyclase-like	F GO:0004383 guanylate cyclase activity
LOC126282372	head-specific guanylate cyclase-like	P GO:0035556 intracellular signal transduction
LOC126282372	head-specific guanylate cyclase-like	F GO:0020037 heme binding
LOC126281618	guanylate cyclase soluble subunit beta-1	P GO:0006182 cGMP biosynthetic process
LOC126281618	guanylate cyclase soluble subunit beta-1	F GO:0004383 guanylate cyclase activity
LOC126281618	guanylate cyclase soluble subunit beta-1	P GO:0035556 intracellular signal transduction
LOC126281618	guanylate cyclase soluble subunit beta-1	F GO:0020037 heme binding
LOC126282113	protein tramtrack, beta isoform-like	F GO:0005515 protein binding
LOC126281673	protein O-mannosyl-transferase TMTC1-like	F GO:0005515 protein binding
LOC126282374	arylalkylamine N-acetyltransferase-like 2	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126282042	fat-like cadherin-related tumor suppressor homolog	C GO:0016020 membrane
LOC126282042	fat-like cadherin-related tumor suppressor homolog	F GO:0005509 calcium ion binding
LOC126282042	fat-like cadherin-related tumor suppressor homolog	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126282044	ionotropic receptor 93a	C GO:0016020 membrane
LOC126282044	ionotropic receptor 93a	F GO:0015276 ligand-gated monoatomic ion channel activity
LOC126281438	sorbitol dehydrogenase-like	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126281399	sorbitol dehydrogenase-like	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126281528	cyclin-dependent kinase inhibitor 1C-like	C GO:0005634 nucleus
LOC126281528	cyclin-dependent kinase inhibitor 1C-like	F GO:0004861 cyclin-dependent protein serine/threonine kinase inhibitor activity
LOC126281528	cyclin-dependent kinase inhibitor 1C-like	P GO:0051726 regulation of cell cycle
LOC126281577	uncharacterized protein LOC126281577 isoform X1	C GO:0005634 nucleus
LOC126281577	uncharacterized protein LOC126281577 isoform X1	F GO:0004861 cyclin-dependent protein serine/threonine kinase inhibitor activity
LOC126281577	uncharacterized protein LOC126281577 isoform X1	P GO:0051726 regulation of cell cycle
LOC126281942	tyrosine-protein phosphatase non-receptor type 9 isoform X2	F GO:0004725 protein tyrosine phosphatase activity
LOC126281942	tyrosine-protein phosphatase non-receptor type 9 isoform X2	P GO:0006470 protein dephosphorylation
LOC126281945	m7GpppN-mRNA hydrolase	F GO:0003723 RNA binding
LOC126281945	m7GpppN-mRNA hydrolase	P GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
LOC126281945	m7GpppN-mRNA hydrolase	F GO:0140933 5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity
LOC126281945	m7GpppN-mRNA hydrolase	P GO:0000290 deadenylation-dependent decapping of nuclear-transcribed mRNA
LOC126281945	m7GpppN-mRNA hydrolase	F GO:0030145 manganese ion binding
LOC126281944	sorting nexin-27	F GO:0005515 protein binding
LOC126281944	sorting nexin-27	P GO:0007165 signal transduction
LOC126281944	sorting nexin-27	F GO:0032266 phosphatidylinositol-3-phosphate binding
LOC126281742	myogenesis-regulating glycosidase isoform X1	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281742	myogenesis-regulating glycosidase isoform X1	P GO:0005975 carbohydrate metabolic process
LOC126281743	reticulon-4 receptor-like	F GO:0005515 protein binding
LOC126281746	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126281744	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126282099	uncharacterized protein LOC126282099	F GO:0004725 protein tyrosine phosphatase activity
LOC126282099	uncharacterized protein LOC126282099	P GO:0006470 protein dephosphorylation
LOC126282100	thymidine phosphorylase-like	F GO:0016763 pentosyltransferase activity
LOC126282100	thymidine phosphorylase-like	P GO:0006213 pyrimidine nucleoside metabolic process
LOC126281880	cardioacceleratory peptide receptor-like isoform X2	C GO:0016020 membrane
LOC126281967	nose resistant to fluoxetine protein 6-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126281421	nose resistant to fluoxetine protein 6-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126281802	nose resistant to fluoxetine protein 6-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126281801	nucleolar GTP-binding protein 2	C GO:0005730 nucleolus
LOC126281801	nucleolar GTP-binding protein 2	F GO:0005525 GTP binding
LOC126281805	Clathrin light chain	C GO:0030130 clathrin coat of trans-Golgi network vesicle
LOC126281805	Clathrin light chain	C GO:0030132 clathrin coat of coated pit
LOC126281805	Clathrin light chain	F GO:0005198 structural molecule activity
LOC126281805	Clathrin light chain	P GO:0006886 intracellular protein transport
LOC126281805	Clathrin light chain	P GO:0016192 vesicle-mediated transport
LOC126282376	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282376	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
