Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124788831	zinc carboxypeptidase-like	F GO:0008270 zinc ion binding
LOC124788831	zinc carboxypeptidase-like	P GO:0006508 proteolysis
LOC124788832	zinc carboxypeptidase-like	F GO:0004181 metallocarboxypeptidase activity
LOC124788832	zinc carboxypeptidase-like	F GO:0008270 zinc ion binding
LOC124788832	zinc carboxypeptidase-like	P GO:0006508 proteolysis
LOC124788833	zinc carboxypeptidase-like	F GO:0004181 metallocarboxypeptidase activity
LOC124788833	zinc carboxypeptidase-like	F GO:0008270 zinc ion binding
LOC124788833	zinc carboxypeptidase-like	P GO:0006508 proteolysis
LOC124788834	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC124788844	neuropeptide F receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788844	neuropeptide F receptor-like	C GO:0016020 membrane
LOC124788844	neuropeptide F receptor-like	F GO:0004983 neuropeptide Y receptor activity
LOC124788845	octopamine receptor-like	C GO:0016020 membrane
LOC124788845	octopamine receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124788845	octopamine receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788847	octopamine receptor beta-1R-like	C GO:0016020 membrane
LOC124788847	octopamine receptor beta-1R-like	F GO:0004930 G protein-coupled receptor activity
LOC124788847	octopamine receptor beta-1R-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788848	octopamine receptor beta-1R-like	C GO:0016020 membrane
LOC124788848	octopamine receptor beta-1R-like	F GO:0004930 G protein-coupled receptor activity
LOC124788848	octopamine receptor beta-1R-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788037	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC124788037	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC124788037	facilitated trehalose transporter Tret1-like	P GO:0008643 carbohydrate transport
LOC124788037	facilitated trehalose transporter Tret1-like	F GO:0051119 sugar transmembrane transporter activity
LOC124789946	MFS-type transporter clz9-like	F GO:0003677 DNA binding
LOC124788267	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC124788267	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC124788267	facilitated trehalose transporter Tret1-like	P GO:0008643 carbohydrate transport
LOC124788267	facilitated trehalose transporter Tret1-like	F GO:0051119 sugar transmembrane transporter activity
LOC124787983	uncharacterized protein LOC124787983	F GO:0005515 protein binding
LOC124787624	glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X2	P GO:0044237 cellular metabolic process
LOC124787624	glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X2	P GO:0071704 obsolete organic substance metabolic process
LOC124787626	pyridoxal phosphate homeostasis protein	F GO:0030170 pyridoxal phosphate binding
LOC124788851	major centromere autoantigen B-like	C GO:0000775 chromosome, centromeric region
LOC124788851	major centromere autoantigen B-like	F GO:0003677 DNA binding
LOC124788851	major centromere autoantigen B-like	F GO:0003682 chromatin binding
LOC124790050	transmembrane 6 superfamily member 1-like isoform X1	F GO:0005515 protein binding
LOC124789440	myosin regulatory light polypeptide 9-like	F GO:0005509 calcium ion binding
LOC124788287	myosin regulatory light chain 2	F GO:0005509 calcium ion binding
LOC124787741	uncharacterized protein LOC126474916 isoform X2	F GO:0046872 metal ion binding
LOC124787741	uncharacterized protein LOC126474916 isoform X2	P GO:0006801 superoxide metabolic process
LOC124788274	ubiquitin-like domain-containing CTD phosphatase 1	C GO:0005634 nucleus
LOC124788274	ubiquitin-like domain-containing CTD phosphatase 1	F GO:0004721 phosphoprotein phosphatase activity
LOC124788274	ubiquitin-like domain-containing CTD phosphatase 1	F GO:0005515 protein binding
LOC124790151	UV-stimulated scaffold protein A-like isoform X2	P GO:0009411 response to UV
LOC124787735	phosphatidylinositide phosphatase SAC2	F GO:0016791 phosphatase activity
LOC124787660	mushroom body large-type Kenyon cell-specific protein 1 isoform X3	F GO:0003677 DNA binding
LOC124788853	mucin-4	P GO:0006508 proteolysis
LOC124788853	mucin-4	F GO:0004222 metalloendopeptidase activity
LOC124788326	nuclear hormone receptor HR96	F GO:0005488 binding
LOC124788854	homeobox protein HMX3-like	F GO:0003677 DNA binding
LOC124787992	THO complex subunit 1	F GO:0005515 protein binding
LOC124787992	THO complex subunit 1	P GO:0007165 signal transduction
LOC124789933	7-methylguanosine phosphate-specific 5'-nucleotidase isoform X2	C GO:0005737 cytoplasm
LOC124789933	7-methylguanosine phosphate-specific 5'-nucleotidase isoform X2	F GO:0000287 magnesium ion binding
LOC124789933	7-methylguanosine phosphate-specific 5'-nucleotidase isoform X2	F GO:0008253 5'-nucleotidase activity
LOC124788855	trypsin-2-like	F GO:0004252 serine-type endopeptidase activity
LOC124788855	trypsin-2-like	P GO:0006508 proteolysis
LOC124788856	trypsin-2-like	F GO:0004252 serine-type endopeptidase activity
LOC124788856	trypsin-2-like	P GO:0006508 proteolysis
LOC124788857	trypsin-2-like	F GO:0004252 serine-type endopeptidase activity
LOC124788857	trypsin-2-like	P GO:0006508 proteolysis
LOC124789300	calmodulin-binding transcription activator 1	F GO:0003677 DNA binding
LOC124789300	calmodulin-binding transcription activator 1	F GO:0005515 protein binding
LOC124787675	AP-2 complex subunit mu	C GO:0030131 clathrin adaptor complex
LOC124787675	AP-2 complex subunit mu	P GO:0006886 intracellular protein transport
LOC124787675	AP-2 complex subunit mu	P GO:0016192 vesicle-mediated transport
LOC124788862	diuretic hormone receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124788862	diuretic hormone receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788862	diuretic hormone receptor-like	C GO:0016020 membrane
LOC124788862	diuretic hormone receptor-like	F GO:0008036 diuretic hormone receptor activity
LOC124788862	diuretic hormone receptor-like	P GO:0007166 cell surface receptor signaling pathway
LOC124788867	membrane-bound alkaline phosphatase-like	F GO:0016791 phosphatase activity
LOC124788230	membrane-bound alkaline phosphatase-like	F GO:0016791 phosphatase activity
LOC124788868	membrane-bound alkaline phosphatase-like	F GO:0016791 phosphatase activity
LOC124789614	membrane-bound alkaline phosphatase-like	F GO:0016791 phosphatase activity
LOC124788871	chondroitin proteoglycan 2-like	C GO:0005576 extracellular region
LOC124788871	chondroitin proteoglycan 2-like	F GO:0008061 chitin binding
LOC124788873	chondroitin proteoglycan 2-like	C GO:0005576 extracellular region
LOC124788873	chondroitin proteoglycan 2-like	F GO:0008061 chitin binding
LOC124788874	chondroitin proteoglycan-2-like	C GO:0005576 extracellular region
LOC124788874	chondroitin proteoglycan-2-like	F GO:0008061 chitin binding
LOC124788875	chondroitin proteoglycan-2-like	C GO:0005576 extracellular region
LOC124788875	chondroitin proteoglycan-2-like	F GO:0008061 chitin binding
LOC124788877	chitin-binding domain protein cbd-1-like	C GO:0005576 extracellular region
LOC124788877	chitin-binding domain protein cbd-1-like	F GO:0008061 chitin binding
LOC124788878	chondroitin proteoglycan-2-like	C GO:0005576 extracellular region
LOC124788878	chondroitin proteoglycan-2-like	F GO:0008061 chitin binding
LOC124788879	mucin-5AC-like	C GO:0005576 extracellular region
LOC124788879	mucin-5AC-like	F GO:0008061 chitin binding
LOC124789699	adenylate cyclase type 5	P GO:0006182 cGMP biosynthetic process
LOC124789699	adenylate cyclase type 5	F GO:0004383 guanylate cyclase activity
LOC124789699	adenylate cyclase type 5	P GO:0035556 intracellular signal transduction
LOC124787832	vacuolar protein sorting-associated protein 13D	F GO:0005515 protein binding
LOC124788882	dual oxidase maturation factor 2-like	C GO:0005789 endoplasmic reticulum membrane
LOC124788882	dual oxidase maturation factor 2-like	P GO:0015031 protein transport
LOC124788884	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like	C GO:0016020 membrane
LOC124788884	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like	P GO:0006486 protein glycosylation
LOC124788885	uncharacterized protein LOC124788885	F GO:0003676 nucleic acid binding
LOC124788885	uncharacterized protein LOC124788885	P GO:0015074 DNA integration
LOC124788888	neurofilament medium polypeptide-like	F GO:0003677 DNA binding
LOC124788888	neurofilament medium polypeptide-like	F GO:0046983 protein dimerization activity
LOC124788888	neurofilament medium polypeptide-like	P GO:0006355 regulation of DNA-templated transcription
LOC124788144	separin	F GO:0004197 cysteine-type endopeptidase activity
LOC124788144	separin	P GO:0006508 proteolysis
LOC124788891	uncharacterized protein LOC124788891	F GO:0003824 catalytic activity
LOC124789953	uncharacterized Golgi apparatus membrane protein-like protein CG5021 isoform X1	C GO:0016020 membrane
LOC124788892	uncharacterized protein LOC124788892	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124787645	hypothetical protein FOCC_FOCC012145	F GO:0004407 histone deacetylase activity
LOC124788667	tyrosine-protein kinase Src64B isoform X1	F GO:0004672 protein kinase activity
LOC124788667	tyrosine-protein kinase Src64B isoform X1	F GO:0005524 ATP binding
LOC124788667	tyrosine-protein kinase Src64B isoform X1	P GO:0006468 protein phosphorylation
LOC124790011	serine/threonine-protein kinase dyf-5	F GO:0004672 protein kinase activity
LOC124790011	serine/threonine-protein kinase dyf-5	F GO:0005524 ATP binding
LOC124790011	serine/threonine-protein kinase dyf-5	P GO:0006468 protein phosphorylation
LOC124789819	unnamed protein product	F GO:0003824 catalytic activity
LOC124789819	unnamed protein product	P GO:0009058 biosynthetic process
LOC124788894	phenoloxidase-activating factor 2-like	F GO:0004252 serine-type endopeptidase activity
LOC124788894	phenoloxidase-activating factor 2-like	P GO:0006508 proteolysis
LOC124788895	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC124788895	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC124789895	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC124789895	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC124788055	proton-coupled amino acid transporter-like protein CG1139 isoform X2	C GO:0016020 membrane
LOC124788347	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC124787719	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC124788905	cholecystokinin receptor-like	C GO:0016020 membrane
LOC124788905	cholecystokinin receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124788905	cholecystokinin receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788906	glycine receptor subunit alpha-3-like	F GO:0004888 transmembrane signaling receptor activity
LOC124788906	glycine receptor subunit alpha-3-like	P GO:0034220 monoatomic ion transmembrane transport
LOC124788906	glycine receptor subunit alpha-3-like	C GO:0016020 membrane
LOC124788906	glycine receptor subunit alpha-3-like	F GO:0005230 extracellular ligand-gated monoatomic ion channel activity
LOC124789541	death-associated protein kinase dapk-1-like	F GO:0005515 protein binding
LOC124789541	death-associated protein kinase dapk-1-like	P GO:0007165 signal transduction
LOC124788907	death-associated protein kinase 3-like	F GO:0004672 protein kinase activity
LOC124788907	death-associated protein kinase 3-like	F GO:0005524 ATP binding
LOC124788907	death-associated protein kinase 3-like	P GO:0006468 protein phosphorylation
LOC124788908	solute carrier family 22 member 7-like	C GO:0016020 membrane
LOC124788908	solute carrier family 22 member 7-like	F GO:0022857 transmembrane transporter activity
LOC124788908	solute carrier family 22 member 7-like	P GO:0055085 transmembrane transport
LOC124789293	solute carrier family 22 member 7-like	C GO:0016020 membrane
LOC124789293	solute carrier family 22 member 7-like	F GO:0022857 transmembrane transporter activity
LOC124789293	solute carrier family 22 member 7-like	P GO:0055085 transmembrane transport
LOC124788909	solute carrier family 22 member 15-like	C GO:0016020 membrane
LOC124788909	solute carrier family 22 member 15-like	F GO:0022857 transmembrane transporter activity
LOC124788909	solute carrier family 22 member 15-like	P GO:0055085 transmembrane transport
LOC124788912	solute carrier family 22 member 3-like	C GO:0016020 membrane
LOC124788912	solute carrier family 22 member 3-like	F GO:0022857 transmembrane transporter activity
LOC124788912	solute carrier family 22 member 3-like	P GO:0055085 transmembrane transport
LOC124788913	pickpocket protein 28-like, partial	C GO:0016020 membrane
LOC124788913	pickpocket protein 28-like, partial	F GO:0005272 sodium channel activity
LOC124788913	pickpocket protein 28-like, partial	P GO:0006814 sodium ion transport
LOC124789624	serine/threonine-protein kinase Nek8-like	F GO:0004672 protein kinase activity
LOC124789624	serine/threonine-protein kinase Nek8-like	F GO:0005524 ATP binding
LOC124789624	serine/threonine-protein kinase Nek8-like	P GO:0006468 protein phosphorylation
LOC124788916	ankyrin-3-like	F GO:0005515 protein binding
LOC124788918	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124788919	beta-alanine transporter-like	C GO:0016020 membrane
LOC124788919	beta-alanine transporter-like	F GO:0022857 transmembrane transporter activity
LOC124788919	beta-alanine transporter-like	P GO:0055085 transmembrane transport
LOC124788920	trypsin-7-like	F GO:0004252 serine-type endopeptidase activity
LOC124788920	trypsin-7-like	P GO:0006508 proteolysis
LOC124788921	trypsin-1-like	F GO:0004252 serine-type endopeptidase activity
LOC124788921	trypsin-1-like	P GO:0006508 proteolysis
LOC124788922	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124788922	trypsin delta-like	P GO:0006508 proteolysis
LOC124788923	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124788923	trypsin delta-like	P GO:0006508 proteolysis
LOC124789658	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124789658	trypsin delta-like	P GO:0006508 proteolysis
LOC124788924	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124788924	trypsin delta-like	P GO:0006508 proteolysis
LOC124788925	trypsin-1-like	F GO:0004252 serine-type endopeptidase activity
LOC124788925	trypsin-1-like	P GO:0006508 proteolysis
LOC124788926	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124788926	trypsin delta-like	P GO:0006508 proteolysis
LOC124787616	cytochrome c1, heme protein, mitochondrial	F GO:0009055 electron transfer activity
LOC124787616	cytochrome c1, heme protein, mitochondrial	F GO:0020037 heme binding
LOC124788927	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124788927	trypsin delta-like	P GO:0006508 proteolysis
LOC124788928	trypsin-3-like	F GO:0004252 serine-type endopeptidase activity
LOC124788928	trypsin-3-like	P GO:0006508 proteolysis
LOC124789519	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124789519	trypsin delta-like	P GO:0006508 proteolysis
LOC124788930	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124788930	trypsin delta-like	P GO:0006508 proteolysis
