"gene_id","Preferred_name","Description","PFAMs","theme","term_group","matched_pattern"
"LOC126272801","-","UDP-glucose 4-epimerase","GDP_Man_Dehyd","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126271988","-","Non-lysosomal glucosylceramidase that catalyzes the conversion of glucosylceramide to free glucose and ceramide","DUF608,Glyco_hydr_116N","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126272705","-","Glycogen synthase kinase-3 binding","GSK-3_bind","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126278676","Tps1","Trehalose-phosphatase","Glyco_transf_20,Trehalose_PPase","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126277920","Tps1","Trehalose-phosphatase","Glyco_transf_20,Trehalose_PPase","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126278714","Tps1","Trehalose-phosphatase","Glyco_transf_20,Trehalose_PPase","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126278052","-","GTP binding. It is involved in the biological process described with gluconeogenesis","PEPCK_C,PEPCK_N","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126278243","-","Glucose-6-phosphate","PGI","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126282416","-","Facilitated trehalose transporter Tret1-like","-","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126284881","-","GDP-D-glucose phosphorylase","-","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126284121","-","Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan","Glycogen_syn","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126284970","mmy","UTP--glucose-1-phosphate uridylyltransferase","UDPGP","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126284045","UGP","UTP glucose-1-phosphate uridylyltransferase activity. It is involved in the biological process described with UDP-glucose metabolic process","UDPGP","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126291591","UGP","UTP glucose-1-phosphate uridylyltransferase activity. It is involved in the biological process described with UDP-glucose metabolic process","UDPGP","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126299185","UGP","UTP glucose-1-phosphate uridylyltransferase activity. It is involved in the biological process described with UDP-glucose metabolic process","UDPGP","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126299493","-","It is involved in the biological process described with glycogen biosynthetic process","Alpha-amylase,Alpha-amylase_C,CBM_48","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126298169","-","Trehalase","Trehalase","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126297494","Zw","Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis","G6PD_C,G6PD_N","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126297597","-","activity. It is involved in the biological process described with glycogen biosynthetic process","GDE_C,hDGE_amylase,hGDE_N,hGDE_central","Energy stores and starvation resistance","Carbohydrate stores","glycogen|trehalose|trehalase|glucose|glycolysis|gluconeogenesis|pentose phosphate|citrate cycle|tca cycle"
"LOC126335360","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336454","-","Neuropeptide Y receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126339987","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126342851","-","negative regulation of TOR signaling","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126344799","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126345110","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126343702","-","Catalyzes juvenile hormone hydrolysis","EHN","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126343748","-","Catalyzes juvenile hormone hydrolysis","EHN","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126343901","-","Catalyzes juvenile hormone hydrolysis","EHN","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126356808","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_3","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126360969","GPRMTH5","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_2","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126276092","-","Octopamine receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126276649","-","Protein-hormone receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1,LRR_8","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126278936","-","receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336301","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_1","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336487","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_2","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336648","GPRMGL2","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_3","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336737","-","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","7tm_2,GPS","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336856","Dok","insulin receptor binding","IRS,PH","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336990","-","Insulin-like growth factor binding. It is involved in the biological process described with regulation of cell growth","IGFBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337049","-","Juvenile hormone binding protein domains in insects.","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337050","-","Juvenile hormone binding protein domains in insects.","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337051","-","Juvenile hormone binding protein domains in insects.","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337052","-","Juvenile hormone binding protein domains in insects.","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337053","-","Juvenile hormone binding protein domains in insects.","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337054","-","Juvenile hormone binding protein domains in insects.","-","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337056","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337055","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337057","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337058","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337059","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337060","-","Haemolymph juvenile hormone binding protein (JHBP)","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337061","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126337062","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
"LOC126336155","-","Juvenile hormone binding protein domains in insects.","JHBP","Energy stores and starvation resistance","Endocrine nutrition","insulin|insulin-like|adipokinetic|juvenile hormone|tor signaling|target of rapamycin"
