"gene_id","n_deg_contrasts","has_infection_deg","comparison_types","comparisons","directions","max_abs_log2FC","min_padj","deg_priority_score","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126268104",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",2.63197357890188,8.58770425734543e-05,21.6980964990779,"m","Zona pellucida (ZP) domain","GO:0000902,GO:0000904,GO:0002009,GO:0002064,GO:0002165,GO:0003002,GO:0003382,GO:0003383,GO:0003674,GO:0005198,GO:0005214,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0006996,GO:0007010,GO:0007015,GO:0007155,GO:0007160,GO:0007275,GO:0007389,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0008360,GO:0008544,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009913,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016324,GO:0016476,GO:0022603,GO:0022604,GO:0022610,GO:0030029,GO:0030036,GO:0030048,GO:0030154,GO:0030855,GO:0031224,GO:0031589,GO:0032501,GO:0032502,GO:0032989,GO:0035017,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0042302,GO:0042335,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0045995,GO:0048468,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0060429,GO:0060562,GO:0065007,GO:0065008,GO:0070252,GO:0071840,GO:0071944,GO:0097435,GO:0098590,GO:2000026",NA,NA,"Zona_pellucida",1,"Thorax","Gregarious-up",1.10352004526851,1.10352004526851,NA,1.10352004526851,NA,1.18460306308118e-08,"Gregarious-up","Thorax phase DEG only"
"LOC126323780",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.53290253319151,8.72537048956494e-05,21.5921186565107,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126293173",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",4.03411509253354,9.24878530120947e-05,23.0680303945645,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126344570",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.2580911427508,9.26012803250577e-05,20.2914741513792,"Gli","Carboxylesterase family","GO:0000003,GO:0001667,GO:0001885,GO:0001941,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003002,GO:0003006,GO:0003007,GO:0003158,GO:0003674,GO:0003824,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005911,GO:0005918,GO:0006810,GO:0006897,GO:0006928,GO:0007043,GO:0007155,GO:0007158,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007292,GO:0007297,GO:0007298,GO:0007389,GO:0007399,GO:0007416,GO:0007422,GO:0007424,GO:0007444,GO:0007472,GO:0007476,GO:0007507,GO:0007552,GO:0007560,GO:0008037,GO:0008038,GO:0008039,GO:0008065,GO:0008150,GO:0008544,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009913,GO:0009954,GO:0009986,GO:0009987,GO:0010631,GO:0010646,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0016477,GO:0016787,GO:0016788,GO:0019953,GO:0019991,GO:0022008,GO:0022412,GO:0022414,GO:0022607,GO:0022610,GO:0023051,GO:0030030,GO:0030054,GO:0030154,GO:0030182,GO:0030707,GO:0030855,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032504,GO:0034329,GO:0034330,GO:0035107,GO:0035114,GO:0035120,GO:0035150,GO:0035151,GO:0035152,GO:0035220,GO:0035239,GO:0035295,GO:0035315,GO:0035316,GO:0035317,GO:0035321,GO:0036465,GO:0040011,GO:0042043,GO:0043296,GO:0043297,GO:0044085,GO:0044091,GO:0044425,GO:0044459,GO:0044464,GO:0044703,GO:0045202,GO:0045216,GO:0045446,GO:0048232,GO:0048468,GO:0048477,GO:0048488,GO:0048513,GO:0048515,GO:0048563,GO:0048569,GO:0048609,GO:0048666,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050804,GO:0050808,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051674,GO:0051704,GO:0052689,GO:0060429,GO:0060541,GO:0060562,GO:0061024,GO:0061343,GO:0061689,GO:0065007,GO:0065008,GO:0070160,GO:0071709,GO:0071840,GO:0071944,GO:0072359,GO:0090066,GO:0090130,GO:0090132,GO:0097090,GO:0097104,GO:0097105,GO:0098609,GO:0098657,GO:0099003,GO:0099054,GO:0099068,GO:0099172,GO:0099173,GO:0099177,GO:0099504,GO:0120036",NA,NA,"COesterase",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336809",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.33106329648178,9.36315124553856e-05,20.3596412577628,"ck","Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family","GO:0000166,GO:0002009,GO:0002164,GO:0002165,GO:0002168,GO:0003002,GO:0003008,GO:0003674,GO:0003774,GO:0003779,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005902,GO:0005938,GO:0006928,GO:0006996,GO:0007010,GO:0007015,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007444,GO:0007455,GO:0007469,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0007591,GO:0007600,GO:0007605,GO:0008092,GO:0008144,GO:0008150,GO:0008363,GO:0008407,GO:0008544,GO:0008586,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009913,GO:0009987,GO:0015629,GO:0016043,GO:0016459,GO:0016461,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017022,GO:0017076,GO:0017111,GO:0022008,GO:0022416,GO:0030029,GO:0030030,GO:0030036,GO:0030048,GO:0030154,GO:0030182,GO:0030312,GO:0030554,GO:0030855,GO:0030898,GO:0031477,GO:0032027,GO:0032501,GO:0032502,GO:0032528,GO:0032529,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035017,GO:0035107,GO:0035114,GO:0035120,GO:0035182,GO:0035214,GO:0035220,GO:0035239,GO:0035293,GO:0035295,GO:0035315,GO:0035316,GO:0035317,GO:0035324,GO:0035639,GO:0036094,GO:0040003,GO:0042303,GO:0042335,GO:0042337,GO:0042600,GO:0042623,GO:0042995,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044421,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044462,GO:0044464,GO:0045171,GO:0045172,GO:0045177,GO:0045178,GO:0045179,GO:0045180,GO:0045296,GO:0048513,GO:0048563,GO:0048569,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048800,GO:0048856,GO:0048869,GO:0050839,GO:0050877,GO:0050954,GO:0060429,GO:0060562,GO:0070825,GO:0071840,GO:0071944,GO:0097159,GO:0097367,GO:0097435,GO:0098858,GO:0099568,GO:0099738,GO:0120025,GO:0120036,GO:1901265,GO:1901363","ko:K10359",NA,"FERM_M,IQ,MyTH4,Myosin_head",1,"Thorax","Gregarious-up",1.3053141073554,1.3053141073554,NA,1.3053141073554,NA,9.31739686862391e-11,"Gregarious-up","Thorax phase DEG only"
"LOC126278279",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.67878563394052,0.000105574849474474,20.6552251630475,"Cda4","It is involved in the biological process described with","GO:0003674,GO:0003824,GO:0004099,GO:0004553,GO:0004568,GO:0005488,GO:0006022,GO:0006026,GO:0006030,GO:0006032,GO:0006040,GO:0006807,GO:0008061,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016798,GO:0016810,GO:0016811,GO:0017144,GO:0019213,GO:0042737,GO:0043170,GO:0044237,GO:0044248,GO:0046348,GO:0071704,GO:0097367,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575",NA,NA,"CBM_14",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272550",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",3.17139183308395,0.000106496684591869,22.1440557453643,"unannotated","heme binding. It is involved in the biological process described with oxidation-reduction process",NA,"ko:K14999",NA,"p450",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268132",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",1.9237205836831,0.000118976851790792,20.8482581106724,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272636",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.50201759237275,0.000137080711209102,20.3650412433804,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354323",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.3242432047342,0.00013867902833848,21.1822324146451,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126283954",1,TRUE,"Infection within diet","Diet 83: infected vs control","Downregulated",1.33705273765759,0.000139119796638615,20.1936638035019,"unannotated","Macrophage migration inhibitory factor (MIF)",NA,"ko:K07253","ko00350,ko00360,map00350,map00360","MIF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336619",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",3.94890669970642,0.000143486958127756,22.792094270905,"unannotated","Domain of unknown function (DUF4149)",NA,NA,NA,"DUF4149",1,"Head","Gregarious-up",2.10352207677785,2.10352207677785,2.10352207677785,NA,3.69210577637284e-09,NA,"Gregarious-up","Head phase DEG only"
"LOC126266988",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.47364449516334,0.000143486958127756,21.316832066362,"GPRNNA21","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","GO:0001588,GO:0001932,GO:0001934,GO:0003008,GO:0003674,GO:0004888,GO:0004930,GO:0004952,GO:0005488,GO:0005496,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006950,GO:0007154,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007189,GO:0007212,GO:0007610,GO:0007611,GO:0007612,GO:0008150,GO:0008227,GO:0008289,GO:0008306,GO:0009267,GO:0009605,GO:0009636,GO:0009719,GO:0009725,GO:0009743,GO:0009744,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0009991,GO:0010033,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0014070,GO:0016020,GO:0016021,GO:0019220,GO:0019222,GO:0019932,GO:0019933,GO:0019935,GO:0023051,GO:0023052,GO:0023056,GO:0030534,GO:0030594,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031667,GO:0031668,GO:0031669,GO:0032268,GO:0032270,GO:0032501,GO:0032934,GO:0033554,GO:0033993,GO:0034285,GO:0035075,GO:0035100,GO:0035556,GO:0036094,GO:0036314,GO:0038023,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0042562,GO:0042594,GO:0043178,GO:0043408,GO:0043410,GO:0044425,GO:0044459,GO:0044464,GO:0045471,GO:0045937,GO:0046677,GO:0046958,GO:0046959,GO:0048149,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070887,GO:0071310,GO:0071322,GO:0071324,GO:0071329,GO:0071496,GO:0071944,GO:0080090,GO:0097159,GO:0097305,GO:1901654,GO:1901700,GO:1901701,GO:1902531,GO:1902533",NA,NA,"7tm_1",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126295494",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.37797675525362,0.000146671345003184,20.2116314806917,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.0578625416942,1.0578625416942,NA,-1.0578625416942,NA,4.77201857171965e-12,"Solitarious-up","Thorax phase DEG only"
"LOC126354946",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",3.48456843482297,0.000155259918124885,22.2935090820173,"unannotated","no description",NA,NA,NA,NA,1,"Thorax","Solitarious-up",-1.44790373022246,1.44790373022246,NA,-1.44790373022246,NA,0.00975312378360622,"Solitarious-up","Thorax phase DEG only"
"LOC126345263",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.00769417614851,0.000156020710063913,19.8145119260665,"unannotated","It is involved in the biological process described with fatty acid beta-oxidation","GO:0000166,GO:0003674,GO:0003824,GO:0003995,GO:0003997,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016491,GO:0016627,GO:0016634,GO:0019395,GO:0019752,GO:0030258,GO:0032787,GO:0033539,GO:0034440,GO:0036094,GO:0042579,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0072329,GO:0097159,GO:1901265,GO:1901363,GO:1901575","ko:K00232","ko00071,ko00592,ko01040,ko01100,ko01110,ko01212,ko03320,ko04024,ko04146,map00071,map00592,map01040,map01100,map01110,map01212,map03320,map04024,map04146","ACOX,Acyl-CoA_dh_1,Acyl-CoA_dh_M",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126282257",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",1.99132324151739,0.000162799814883214,20.7796693347925,"unannotated","no description",NA,"ko:K04356","ko04010,ko04014,ko04151,ko04722,map04010,map04014,map04151,map04722","Spaetzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126332180",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",9.40918129909985,0.0001716352983359,28.1745746898527,"unannotated","It is involved in the biological process described with carbohydrate metabolic process",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273423",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.65564095429615,0.000175374995956774,20.4116732802723,"unannotated","Perilipin family",NA,"ko:K17284","ko03320,map03320","Perilipin",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336417",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",4.83131621111295,0.000183941541705247,23.5666363889115,"unannotated","Larval serum protein",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126279005",1,TRUE,"Infection within diet","Diet 83: infected vs control","Upregulated",1.41646793734057,0.000197863864160082,20.1201014510111,"unannotated","Calcium ion binding. It is involved in the biological process described with cell cycle arrest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267554",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",2.596512795573,0.000203808212470993,21.2872911156132,"unannotated","Four-disulfide core domains",NA,NA,NA,"WAP",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126298648",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.88886670424047,0.000203856885938201,20.579541318477,"spz","Spaetzle","GO:0000003,GO:0000578,GO:0000902,GO:0000904,GO:0002164,GO:0002225,GO:0002376,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002786,GO:0002788,GO:0002803,GO:0002804,GO:0002805,GO:0002807,GO:0002808,GO:0002810,GO:0002816,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003006,GO:0003674,GO:0005102,GO:0005121,GO:0005125,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006963,GO:0006965,GO:0006967,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007310,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007525,GO:0007526,GO:0008045,GO:0008063,GO:0008083,GO:0008150,GO:0008592,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009653,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009889,GO:0009891,GO:0009893,GO:0009950,GO:0009953,GO:0009966,GO:0009967,GO:0009987,GO:0009994,GO:0010469,GO:0010646,GO:0010647,GO:0016015,GO:0016043,GO:0019222,GO:0019730,GO:0019732,GO:0019953,GO:0021700,GO:0022008,GO:0022412,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030154,GO:0030182,GO:0030545,GO:0031175,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0031347,GO:0031349,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0032991,GO:0034248,GO:0034250,GO:0040011,GO:0042221,GO:0042330,GO:0042742,GO:0042802,GO:0042803,GO:0043207,GO:0043254,GO:0043900,GO:0043902,GO:0044087,GO:0044089,GO:0044703,GO:0045087,GO:0045752,GO:0046983,GO:0048018,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048518,GO:0048522,GO:0048569,GO:0048583,GO:0048584,GO:0048599,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050829,GO:0050830,GO:0050832,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051704,GO:0051707,GO:0051716,GO:0061061,GO:0061564,GO:0065007,GO:0065009,GO:0071840,GO:0080134,GO:0097485,GO:0098542,GO:0098772,GO:0120036,GO:0120039,GO:1900150,GO:1900424,GO:1900426","ko:K20694","ko04624,map04624","Spaetzle",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268069",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",1.25417753379555,0.000210850024352952,19.9302038782841,"unannotated","Gamma interferon inducible lysosomal thiol reductase (GILT)",NA,"ko:K08059","ko04612,map04612","GILT",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126283972",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",6.02490233528534,0.000221421073495177,24.6796833832994,"unannotated","GMC oxidoreductase",NA,"ko:K21270",NA,"GMC_oxred_C,GMC_oxred_N",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281978",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.77671486866192,0.000221421073495177,21.431495916676,"unannotated","ATP binding. It is involved in the biological process described with protein phosphorylation",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267652",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.6231684852276,0.000221421073495177,21.2779495332416,"PGRPLA","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575","ko:K01446",NA,"Amidase_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334861",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",2.30083621347734,0.000229351015556858,20.940335545967,"unannotated","Prostaglandin reductase",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126278109",1,TRUE,"Infection within diet","Diet 33: infected vs control","Upregulated",3.81811619378718,0.000232912145662017,22.4509240575219,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365760",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.822367388311,0.000252098651114624,21.4207968663753,"unannotated","Reeler domain",NA,NA,NA,"Reeler",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266835",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",2.26403413769432,0.000256726963075749,20.8545626542973,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126295087",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.91204745157128,0.000264822081660713,21.4890932565152,"unannotated","Speckle-type poz protein","GO:0000151,GO:0000209,GO:0001654,GO:0001736,GO:0001738,GO:0001745,GO:0001932,GO:0001934,GO:0002009,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006515,GO:0006807,GO:0006950,GO:0007163,GO:0007164,GO:0007275,GO:0007350,GO:0007365,GO:0007367,GO:0007389,GO:0007423,GO:0008150,GO:0008152,GO:0008589,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009880,GO:0009887,GO:0009888,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010498,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016567,GO:0019005,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019941,GO:0023051,GO:0023056,GO:0023057,GO:0030162,GO:0030163,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031461,GO:0031625,GO:0031647,GO:0031648,GO:0032268,GO:0032270,GO:0032386,GO:0032387,GO:0032446,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032991,GO:0033157,GO:0033554,GO:0035282,GO:0035966,GO:0035967,GO:0036211,GO:0042067,GO:0042221,GO:0042306,GO:0042308,GO:0042325,GO:0042327,GO:0042802,GO:0042803,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043408,GO:0043410,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0045879,GO:0045937,GO:0046328,GO:0046330,GO:0046822,GO:0046823,GO:0046983,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051171,GO:0051173,GO:0051174,GO:0051223,GO:0051224,GO:0051246,GO:0051247,GO:0051603,GO:0051716,GO:0051788,GO:0051865,GO:0060255,GO:0060341,GO:0060429,GO:0065007,GO:0065008,GO:0070201,GO:0070302,GO:0070304,GO:0070647,GO:0070887,GO:0071218,GO:0071310,GO:0071630,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090317,GO:0090596,GO:1900180,GO:1900181,GO:1901044,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1902531,GO:1902533,GO:1903827,GO:1903828,GO:1904589,GO:1904590,GO:1904950,GO:1990234","ko:K10523","ko04340,ko04341,map04340,map04341","BTB,MATH",1,"Thorax","Solitarious-up",-3.1879241869787,3.1879241869787,NA,-3.1879241869787,NA,1.02529457961181e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126323934",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",8.8047397364305,0.000328618485982292,27.2880477460037,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
